instance,solver,run,nvertices,nedges,n,m,nvars,ncons,state,time,nodes,nodesLeft,lb,ub,gap,ninfeas,ninfeasPrepro,ninfeasCheck,ninfeasAux,nint,ngcp,gcpTime,nsol,nsolHeur,nsolLR,ntrivial,rootlb,rootub,rootHeurTime,rootFeasTime,rootNCalls,rootNCallsPool,rootNCallsHeur,rootNCallsMwis1,rootNCallsMwis2,rootNCallsExact,rootNCols,rootNColsPool,rootNColsHeur,rootNColsMwis1,rootNColsMwis2,rootNColsExact,rootTime,rootTimePool,rootTimeHeur,rootTimeMwis1,rootTimeMwis2,rootTimeExact,otherNodesHeurTime,otherNodesFeasNCalls,otherNodesFeasTime,otherNodesNCalls,otherNodesNCallsPool,otherNodesNCallsHeur,otherNodesNCallsMwis1,otherNodesNCallsMwis2,otherNodesNCallsExact,otherNodesNCols,otherNodesNColsPool,otherNodesNColsHeur,otherNodesNColsMwis1,otherNodesNColsMwis2,otherNodesNColsExact,otherNodesTime,otherNodesTimePool,otherNodesTimeHeur,otherNodesTimeMwis1,otherNodesTimeMwis2,otherNodesTimeExact
r_n130_p0.25_nA26_nB13_i2,byp_p4,0,130,2097,26,13,-1,-1,FEASIBLE,900.0,1,0,-1.79769e+308,3.0,1.79769e+306,0.0,0,0,0,0,0,0.0,1,1,0,0,1.82034,3.0,20.3358,0.0,93135,0,93000,46,45,44,4021,0,3975,1,1,44,888.465,0.0,8.48808,0.903632,8.30639,870.767,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA30_nB15_i1,byp_p4,0,150,5541,30,15,-1,-1,FEASIBLE,388.258,1,1,4.27373,7.0,0.389467,0.0,0,0,0,0,0,0.0,1,1,0,0,4.27373,7.0,46.5449,0.0,85109,0,85000,41,34,34,7126,0,7086,7,0,33,341.4,0.0,10.3534,0.21937,0.64421,330.183,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n170_p0.75_nA17_nB34_i3,byp_p4,0,170,10775,17,34,-1,-1,FEASIBLE,98.4827,1,1,3.1,5.0,0.38,0.0,0,0,0,0,0,0.0,1,1,0,0,3.1,5.0,69.6137,0.0,8008,0,8000,3,3,2,2183,0,2181,0,1,1,28.842,0.0,1.36728,0.0189281,0.118804,27.337,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n170_p0.75_nA17_nB17_i0,byp_p4,0,170,10814,17,17,-1,-1,FEASIBLE,112.473,1,1,3.13766,5.0,0.372468,0.0,0,0,0,0,0,0.0,1,1,0,0,3.13766,5.0,59.0644,0.0,12009,0,12000,3,3,3,3018,0,3016,0,0,2,53.3744,0.0,2.07242,0.0180161,0.126001,51.158,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n130_p0.25_nA26_nB13_i4,byp_p4,0,130,2115,26,13,-1,-1,FEASIBLE,769.106,1,1,1.83232,3.0,0.389227,0.0,0,0,0,0,0,0.0,1,1,0,0,1.83232,3.0,20.7611,0.0,111145,0,111000,49,49,47,4432,0,4384,0,2,46,748.035,0.0,10.374,0.707752,7.3844,729.568,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA30_nB15_i4,byp_p4,0,150,5636,30,15,-1,-1,FEASIBLE,779.033,1,1,4.00961,6.0,0.331732,0.0,0,0,0,0,0,0.0,1,1,0,0,4.00961,6.0,53.7431,0.0,62090,0,62000,31,31,28,7616,0,7586,0,3,27,725.034,0.0,8.62242,0.369679,0.859584,715.183,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA15_nB30_i3,byp_p4,0,150,5618,15,30,-1,-1,OPTIMAL,91.3549,1,0,2.0,2.0,0.0,0.0,0,0,0,0,0,0.0,1,1,0,0,1.6478,2.0,32.4611,0.0,16021,0,16000,7,7,7,2216,0,2210,0,0,6,58.8651,0.0,2.13798,0.0240543,0.301051,56.402,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n170_p0.75_nA17_nB17_i2,byp_p4,0,170,10804,17,17,-1,-1,FEASIBLE,101.362,1,1,3.01137,5.0,0.397726,0.0,0,0,0,0,0,0.0,1,1,0,0,3.01137,5.0,58.6153,0.0,15013,0,15000,6,4,3,2607,0,2602,2,1,2,42.7106,0.0,2.37444,0.0350618,0.166284,40.1348,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n170_p0.75_nA17_nB34_i1,byp_p4,0,170,10781,17,34,-1,-1,FEASIBLE,153.587,1,1,3.06,5.0,0.388,0.0,0,0,0,0,0,0.0,1,1,0,0,3.06,5.0,72.8995,0.0,22022,0,22000,8,7,7,2376,0,2369,1,0,6,80.6465,0.0,3.90563,0.0451185,0.299553,76.3962,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA15_nB15_i1,byp_p4,0,150,5542,15,15,-1,-1,FEASIBLE,135.362,1,1,1.68654,3.0,0.43782,0.0,0,0,0,0,0,0.0,1,1,0,0,1.68654,3.0,28.4779,0.0,15018,0,15000,6,6,6,2322,0,2317,0,0,5,106.854,0.0,1.89278,0.0220364,0.275317,104.664,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA15_nB30_i2,byp_p4,0,150,5529,15,30,-1,-1,OPTIMAL,150.889,1,0,2.0,2.0,0.0,0.0,0,0,0,0,0,0.0,1,1,0,0,1.66667,2.0,31.8109,0.0,16018,0,16000,6,6,6,1871,0,1866,0,0,5,119.051,0.0,2.15895,0.0215859,0.278428,116.592,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n170_p0.75_nA17_nB17_i4,byp_p4,0,170,10685,17,17,-1,-1,FEASIBLE,90.8981,1,1,2.99756,5.0,0.400488,0.0,0,0,0,0,0,0.0,1,1,0,0,2.99756,5.0,59.1974,0.0,13006,0,13000,2,2,2,3269,0,3268,0,0,1,31.663,0.0,2.19419,0.0146133,0.0852606,29.3689,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA30_nB30_i4,byp_p4,0,150,5637,30,30,-1,-1,FEASIBLE,900.0,1,0,-1.79769e+308,6.0,1.79769e+306,0.0,0,0,0,0,0,0.0,1,1,0,0,3.55857,6.0,65.3352,0.0,56076,0,56000,27,25,24,5074,0,5047,2,1,24,840.231,0.0,7.60303,0.124802,0.700747,831.802,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n170_p0.75_nA34_nB34_i2,byp_p4,0,170,10798,34,34,-1,-1,FEASIBLE,389.922,1,1,6.78895,10.0,0.321105,0.0,0,0,0,0,0,0.0,1,1,0,0,6.78895,10.0,132.114,0.0,39040,0,39000,16,12,12,6891,0,6876,4,0,11,257.672,0.0,6.29213,0.0898974,0.430046,250.86,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA15_nB30_i1,byp_p4,0,150,5541,15,30,-1,-1,OPTIMAL,156.195,1,0,2.0,2.0,0.0,0.0,0,0,0,0,0,0.0,1,1,0,0,1.69245,2.0,33.3189,0.0,23021,0,23000,7,7,7,2269,0,2263,0,0,6,122.837,0.0,3.1119,0.0235823,0.326016,119.376,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n130_p0.25_nA26_nB26_i4,byp_p4,0,130,2121,26,26,-1,-1,FEASIBLE,329.704,1,1,1.81311,3.0,0.395629,0.0,0,0,0,0,0,0.0,1,1,0,0,1.81311,3.0,22.5978,0.0,55093,0,55000,31,31,31,4583,0,4553,0,0,30,306.913,0.0,4.97741,0.0718269,2.42768,299.436,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n170_p0.75_nA34_nB17_i4,byp_p4,0,170,10756,34,17,-1,-1,FEASIBLE,359.896,1,1,9.20513,12.0,0.232906,0.0,0,0,0,0,0,0.0,1,1,0,0,9.20513,12.0,47.9264,0.0,113151,0,113000,63,44,44,8225,0,8162,20,0,43,311.644,0.0,17.7752,0.091179,0.560865,293.217,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA30_nB30_i2,byp_p4,0,150,5522,30,30,-1,-1,FEASIBLE,900.0,1,0,-1.79769e+308,6.0,1.79769e+306,0.0,0,0,0,0,0,0.0,1,1,0,0,3.40394,6.0,66.1722,0.0,51070,0,51000,25,23,22,4791,0,4766,2,1,22,867.508,0.0,6.51818,0.0969692,0.820879,860.072,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n130_p0.25_nA26_nB26_i3,byp_p4,0,130,2070,26,26,-1,-1,FEASIBLE,900.0,1,0,-1.79769e+308,3.0,1.79769e+306,0.0,0,0,0,0,0,0.0,1,1,0,0,1.70437,3.0,22.698,0.0,82140,0,82000,47,47,46,4011,0,3964,0,1,46,896.498,0.0,7.44529,0.115521,5.95069,882.987,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n170_p0.75_nA34_nB34_i1,byp_p4,0,170,10786,34,34,-1,-1,FEASIBLE,900.0,1,0,-1.79769e+308,10.0,1.79769e+306,0.0,0,0,0,0,0,0.0,1,1,0,0,6.60194,10.0,134.706,0.0,63114,0,63000,44,35,35,6643,0,6588,20,0,35,785.512,0.0,11.4266,0.281331,0.534863,773.269,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA15_nB15_i0,byp_p4,0,150,5548,15,15,-1,-1,FEASIBLE,900.0,1,0,-1.79769e+308,3.0,1.79769e+306,0.0,0,0,0,0,0,0.0,1,1,0,0,1.64516,3.0,28.4068,0.0,38081,0,38000,27,27,27,2182,0,2155,0,0,27,880.122,0.0,5.06297,0.111999,0.719075,874.228,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n170_p0.75_nA17_nB34_i0,byp_p4,0,170,10814,17,34,-1,-1,FEASIBLE,900.0,1,0,-1.79769e+308,4.0,1.79769e+306,0.0,0,0,0,0,0,0.0,1,1,0,0,3.02332,4.0,71.4165,0.0,74195,0,74000,65,65,65,2431,0,2366,0,0,65,831.009,0.0,13.4501,0.323987,0.662799,816.572,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n170_p0.75_nA17_nB17_i1,byp_p4,0,170,10787,17,17,-1,-1,FEASIBLE,124.098,1,1,3.07208,5.0,0.385584,0.0,0,0,0,0,0,0.0,1,1,0,0,3.07208,5.0,61.7256,0.0,22018,0,22000,8,5,5,3432,0,3425,3,0,4,62.3223,0.0,3.26046,0.0466369,0.215631,58.7995,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA30_nB30_i1,byp_p4,0,150,5562,30,30,-1,-1,FEASIBLE,900.0,1,0,-1.79769e+308,6.0,1.79769e+306,0.0,0,0,0,0,0,0.0,1,1,0,0,3.69528,6.0,67.354,0.0,58079,0,58000,28,26,25,5893,0,5865,2,1,25,864.985,0.0,7.31098,0.108853,0.608092,856.957,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA30_nB30_i3,byp_p4,0,150,5675,30,30,-1,-1,FEASIBLE,566.51,1,1,3.57178,6.0,0.404704,0.0,0,0,0,0,0,0.0,1,1,0,0,3.57178,6.0,66.9785,0.0,59066,0,59000,25,21,20,6773,0,6748,5,1,19,499.302,0.0,7.77982,0.0885237,0.610519,490.823,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA30_nB15_i0,byp_p4,0,150,5548,30,15,-1,-1,FEASIBLE,584.549,1,1,3.85644,6.0,0.357261,0.0,0,0,0,0,0,0.0,1,1,0,0,3.85644,6.0,54.9189,0.0,59074,0,59000,26,24,24,7508,0,7483,2,0,23,529.382,0.0,7.95887,0.411817,0.566517,520.445,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n130_p0.25_nA26_nB13_i0,byp_p4,0,130,2038,26,13,-1,-1,FEASIBLE,450.072,1,1,1.76282,3.0,0.412392,0.0,0,0,0,0,0,0.0,1,1,0,0,1.76282,3.0,19.4974,0.0,80084,0,80000,28,28,28,3726,0,3699,0,0,27,430.342,0.0,7.24479,0.387861,2.09257,420.617,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA30_nB15_i2,byp_p4,0,150,5525,30,15,-1,-1,FEASIBLE,900.0,1,0,-1.79769e+308,6.0,1.79769e+306,0.0,0,0,0,0,0,0.0,1,1,0,0,3.82177,6.0,52.9259,0.0,75113,0,75000,38,38,37,8787,0,8749,0,1,37,877.169,0.0,9.70504,0.582996,1.05685,865.824,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n170_p0.75_nA34_nB34_i3,byp_p4,0,170,10760,34,34,-1,-1,FEASIBLE,391.627,1,1,6.47379,11.0,0.411474,0.0,0,0,0,0,0,0.0,1,1,0,0,6.47379,11.0,135.796,0.0,45044,0,45000,16,14,14,8319,0,8304,2,0,13,255.649,0.0,7.28625,0.0956826,0.404961,247.862,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n130_p0.25_nA26_nB26_i1,byp_p4,0,130,2071,26,26,-1,-1,FEASIBLE,900.0,1,0,-1.79769e+308,3.0,1.79769e+306,0.0,0,0,0,0,0,0.0,1,1,0,0,1.74146,3.0,22.5262,0.0,80139,0,80000,47,46,46,3244,0,3197,1,0,46,894.561,0.0,7.46034,0.0966753,6.19865,880.806,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n170_p0.75_nA34_nB17_i1,byp_p4,0,170,10786,34,17,-1,-1,FEASIBLE,900.0,1,0,-1.79769e+308,12.0,1.79769e+306,0.0,0,0,0,0,0,0.0,1,1,0,0,9.60281,12.0,53.9127,0.0,123226,0,123000,87,70,69,11218,0,11131,17,1,69,859.433,0.0,18.6203,0.0936288,0.662782,840.057,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n170_p0.75_nA17_nB34_i2,byp_p4,0,170,10800,17,34,-1,-1,FEASIBLE,116.777,1,1,3.05466,5.0,0.389069,0.0,0,0,0,0,0,0.0,1,1,0,0,3.05466,5.0,73.1304,0.0,10009,0,10000,3,3,3,2470,0,2468,0,0,2,43.6178,0.0,1.63414,0.0204774,0.12702,41.8361,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA15_nB15_i3,byp_p4,0,150,5673,15,15,-1,-1,FEASIBLE,139.208,1,1,1.69616,3.0,0.434612,0.0,0,0,0,0,0,0.0,1,1,0,0,1.69616,3.0,29.3202,0.0,28022,0,28000,8,7,7,2984,0,2977,1,0,6,109.836,0.0,3.7717,0.0300135,0.29715,105.737,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n170_p0.75_nA34_nB34_i0,byp_p4,0,170,10814,34,34,-1,-1,FEASIBLE,366.773,1,1,6.60748,10.0,0.339252,0.0,0,0,0,0,0,0.0,1,1,0,0,6.60748,10.0,136.555,0.0,34036,0,34000,16,10,10,4969,0,4952,8,0,9,230.115,0.0,5.53501,0.0927013,0.41741,224.07,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n170_p0.75_nA34_nB17_i3,byp_p4,0,170,10775,34,17,-1,-1,FEASIBLE,450.558,1,1,8.65912,11.0,0.212807,0.0,0,0,0,0,0,0.0,1,1,0,0,8.65912,11.0,62.0016,0.0,66111,0,66000,37,37,37,10807,0,10771,0,0,36,388.303,0.0,11.2175,0.114559,0.529797,376.441,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n170_p0.75_nA17_nB17_i3,byp_p4,0,170,10751,17,17,-1,-1,FEASIBLE,177.345,1,1,3.15887,5.0,0.368226,0.0,0,0,0,0,0,0.0,1,1,0,0,3.15887,5.0,57.9613,0.0,17021,0,17000,7,7,7,2878,0,2872,0,0,6,119.345,0.0,2.74207,0.0393882,0.296385,116.268,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA15_nB30_i0,byp_p4,0,150,5548,15,30,-1,-1,OPTIMAL,124.225,1,0,2.0,2.0,0.0,0.0,0,0,0,0,0,0.0,1,1,0,0,1.64356,2.0,31.0773,0.0,6009,0,6000,3,3,3,1643,0,1641,0,0,2,93.1303,0.0,0.815543,0.00961386,0.115404,92.1897,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA15_nB15_i2,byp_p4,0,150,5568,15,15,-1,-1,OPTIMAL,273.042,1,0,2.0,2.0,0.0,0.0,0,0,0,0,0,0.0,1,1,0,0,1.70119,2.0,28.3128,0.0,26024,0,26000,8,8,8,2278,0,2271,0,0,7,244.686,0.0,3.50948,0.0305163,0.406215,240.74,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA30_nB15_i3,byp_p4,0,150,5675,30,15,-1,-1,FEASIBLE,900.0,1,0,-1.79769e+308,6.0,1.79769e+306,0.0,0,0,0,0,0,0.0,1,1,0,0,4.05735,6.0,55.4052,0.0,66115,0,66000,39,38,38,5416,0,5377,1,0,38,848.512,0.0,8.87486,0.34169,0.972487,838.323,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n170_p0.75_nA34_nB34_i4,byp_p4,0,170,10757,34,34,-1,-1,FEASIBLE,443.725,1,1,6.49618,9.0,0.278202,0.0,0,0,0,0,0,0.0,1,1,0,0,6.49618,9.0,138.579,0.0,53062,0,53000,34,14,14,6181,0,6131,37,0,13,304.985,0.0,7.91205,0.206002,0.443935,296.423,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n130_p0.25_nA26_nB13_i1,byp_p3,0,130,2181,26,13,-1,-1,FEASIBLE,277.864,1,1,1.89831,3.0,0.367229,0.0,0,0,0,0,0,0.0,1,1,0,0,1.89831,3.0,20.9299,0.0,75079,0,75000,0,40,39,5607,0,5568,0,1,38,256.643,0.0,6.70538,0.0,2.18535,247.752,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n170_p0.75_nA34_nB17_i2,byp_p3,0,170,10813,34,17,-1,-1,FEASIBLE,362.79,1,1,9.50221,11.0,0.136163,0.0,0,0,0,0,0,0.0,1,1,0,0,9.50221,11.0,43.3139,0.0,112130,0,112000,0,65,65,11019,0,10955,0,0,64,319.077,0.0,17.2444,0.0,0.594637,301.238,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n170_p0.75_nA34_nB17_i0,byp_p3,0,170,10814,34,17,-1,-1,FEASIBLE,451.521,1,1,8.65907,11.0,0.212812,0.0,0,0,0,0,0,0.0,1,1,0,0,8.65907,11.0,48.5645,0.0,71068,0,71000,0,34,34,10367,0,10334,0,0,33,402.697,0.0,11.9002,0.0,0.552869,390.244,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n170_p0.75_nA17_nB34_i4,byp_p3,0,170,10756,17,34,-1,-1,OPTIMAL,144.378,1,0,3.0,3.0,0.0,0.0,0,0,0,1,0,0.0,2,1,1,0,3.0,5.0,69.0018,0.0,11010,0,11000,0,5,5,3455,0,3451,0,0,4,75.3429,0.0,1.86113,0.0,0.218556,73.2632,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA15_nB30_i4,byp_p3,0,150,5679,15,30,-1,-1,FEASIBLE,120.486,1,1,1.7037,3.0,0.432099,0.0,0,0,0,0,0,0.0,1,1,0,0,1.7037,3.0,33.3972,0.0,15008,0,15000,0,4,4,2315,0,2312,0,0,3,87.0592,0.0,2.09744,0.0,0.158165,84.8036,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
