instance,solver,run,nvertices,nedges,n,m,nvars,ncons,state,time,nodes,nodesLeft,lb,ub,gap,ninfeas,ninfeasPrepro,ninfeasCheck,ninfeasAux,nint,ngcp,gcpTime,nsol,nsolHeur,nsolLR,ntrivial,rootlb,rootub,rootHeurTime,rootFeasTime,rootNCalls,rootNCallsPool,rootNCallsHeur,rootNCallsMwis1,rootNCallsMwis2,rootNCallsExact,rootNCols,rootNColsPool,rootNColsHeur,rootNColsMwis1,rootNColsMwis2,rootNColsExact,rootTime,rootTimePool,rootTimeHeur,rootTimeMwis1,rootTimeMwis2,rootTimeExact,otherNodesHeurTime,otherNodesFeasNCalls,otherNodesFeasTime,otherNodesNCalls,otherNodesNCallsPool,otherNodesNCallsHeur,otherNodesNCallsMwis1,otherNodesNCallsMwis2,otherNodesNCallsExact,otherNodesNCols,otherNodesNColsPool,otherNodesNColsHeur,otherNodesNColsMwis1,otherNodesNColsMwis2,otherNodesNColsExact,otherNodesTime,otherNodesTimePool,otherNodesTimeHeur,otherNodesTimeMwis1,otherNodesTimeMwis2,otherNodesTimeExact
r_n130_p0.25_nA26_nB26_i0,byp_p3,0,130,2038,26,26,-1,-1,FEASIBLE,900.0,1,0,-1.79769e+308,3.0,1.79769e+306,0.0,0,0,0,0,0,0.0,1,1,0,0,1.69353,3.0,22.4501,0.0,95104,0,95000,0,52,52,3785,0,3733,0,0,52,885.884,0.0,9.09161,0.0,9.17609,867.616,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA30_nB30_i0,byp_p3,0,150,5548,30,30,-1,-1,FEASIBLE,850.301,1,1,3.50245,6.0,0.416259,0.0,0,0,0,0,0,0.0,1,1,0,0,3.50245,6.0,66.7099,0.0,38040,0,38000,0,20,20,5044,0,5025,0,0,19,783.454,0.0,5.04297,0.0,0.587205,777.824,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n130_p0.25_nA26_nB13_i3,byp_p3,0,130,2074,26,13,-1,-1,FEASIBLE,900.0,1,0,-1.79769e+308,3.0,1.79769e+306,0.0,0,0,0,0,0,0.0,1,1,0,0,1.79095,3.0,20.0355,0.0,96091,0,96000,0,47,44,4408,0,4361,0,3,44,903.256,0.0,8.90358,0.0,7.75037,886.602,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n130_p0.25_nA26_nB26_i2,byp_p3,0,130,2100,26,26,-1,-1,FEASIBLE,386.196,1,1,1.78777,3.0,0.404076,0.0,0,0,0,0,0,0.0,1,1,0,0,1.78777,3.0,23.3257,0.0,71045,0,71000,0,23,22,3632,0,3610,0,1,21,362.681,0.0,6.47684,0.0,3.11023,353.094,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA15_nB15_i4,byp_p3,0,150,5682,15,15,-1,-1,FEASIBLE,306.479,1,1,1.72692,3.0,0.42436,0.0,0,0,0,0,0,0.0,1,1,0,0,1.72692,3.0,29.5307,0.0,27026,0,27000,0,13,13,2138,0,2126,0,0,12,276.905,0.0,3.53769,0.0,0.524926,272.843,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n130_p0.25_nA26_nB13_i2,byp_p3,0,130,2097,26,13,-1,-1,FEASIBLE,900.0,1,0,-1.79769e+308,3.0,1.79769e+306,0.0,0,0,0,0,0,0.0,1,1,0,0,1.82045,3.0,20.2194,0.0,104091,0,104000,0,46,45,3865,0,3819,0,1,45,892.448,0.0,9.51573,0.0,8.96132,873.971,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA30_nB15_i1,byp_p3,0,150,5541,30,15,-1,-1,FEASIBLE,489.201,1,1,4.27373,7.0,0.389467,0.0,0,0,0,0,0,0.0,1,1,0,0,4.27373,7.0,46.5408,0.0,77082,0,77000,0,42,40,6782,0,6741,0,2,39,442.381,0.0,9.32601,0.0,0.754384,432.3,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n170_p0.75_nA17_nB34_i3,byp_p3,0,170,10775,17,34,-1,-1,FEASIBLE,96.4157,1,1,3.1,5.0,0.38,0.0,0,0,0,0,0,0.0,1,1,0,0,3.1,5.0,69.4634,0.0,8004,0,8000,0,2,2,2802,0,2801,0,0,1,26.9247,0.0,1.36912,0.0,0.0795479,25.476,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n170_p0.75_nA17_nB17_i0,byp_p3,0,170,10814,17,17,-1,-1,FEASIBLE,156.648,1,1,3.13766,5.0,0.372468,0.0,0,0,0,0,0,0.0,1,1,0,0,3.13766,5.0,59.2269,0.0,17012,0,17000,0,6,6,2760,0,2755,0,0,5,97.3825,0.0,2.9461,0.0,0.251225,94.1852,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n130_p0.25_nA26_nB13_i4,byp_p3,0,130,2115,26,13,-1,-1,FEASIBLE,900.0,1,0,-1.79769e+308,3.0,1.79769e+306,0.0,0,0,0,0,0,0.0,1,1,0,0,1.83241,3.0,20.8415,0.0,122107,0,122000,0,54,53,3794,0,3740,0,1,53,891.598,0.0,11.2573,0.0,8.54098,871.8,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA30_nB15_i4,byp_p3,0,150,5636,30,15,-1,-1,FEASIBLE,778.219,1,1,4.00961,6.0,0.331732,0.0,0,0,0,0,0,0.0,1,1,0,0,4.00961,6.0,53.6149,0.0,62059,0,62000,0,31,28,7616,0,7586,0,3,27,724.347,0.0,8.63425,0.0,0.85989,714.853,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA15_nB30_i3,byp_p3,0,150,5618,15,30,-1,-1,OPTIMAL,91.3227,1,0,2.0,2.0,0.0,0.0,0,0,0,0,0,0.0,1,1,0,0,1.6478,2.0,32.4762,0.0,16014,0,16000,0,7,7,2216,0,2210,0,0,6,58.8171,0.0,2.13869,0.0,0.301,56.3774,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n170_p0.75_nA17_nB17_i2,byp_p3,0,170,10804,17,17,-1,-1,FEASIBLE,144.004,1,1,3.01137,5.0,0.397726,0.0,0,0,0,0,0,0.0,1,1,0,0,3.01137,5.0,59.5416,0.0,17013,0,17000,0,7,6,3350,0,3344,0,1,5,84.4206,0.0,2.9047,0.0,0.292841,81.223,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n170_p0.75_nA17_nB34_i1,byp_p3,0,170,10781,17,34,-1,-1,FEASIBLE,220.967,1,1,3.06,5.0,0.388,0.0,0,0,0,0,0,0.0,1,1,0,0,3.06,5.0,72.094,0.0,29021,0,29000,0,11,10,2946,0,2936,0,1,9,148.821,0.0,5.03383,0.0,0.434343,143.353,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA15_nB15_i1,byp_p3,0,150,5542,15,15,-1,-1,FEASIBLE,200.713,1,1,1.68654,3.0,0.43782,0.0,0,0,0,0,0,0.0,1,1,0,0,1.68654,3.0,28.456,0.0,19018,0,19000,0,9,9,2748,0,2740,0,0,8,172.22,0.0,2.3556,0.0,0.426116,169.438,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA15_nB30_i2,byp_p3,0,150,5529,15,30,-1,-1,OPTIMAL,61.1189,1,0,2.0,2.0,0.0,0.0,0,0,0,0,0,0.0,1,1,0,0,1.66667,2.0,31.7752,0.0,11002,0,11000,0,1,1,1426,0,1426,0,0,0,29.3224,0.0,1.48329,0.0,0.039465,27.7996,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n170_p0.75_nA17_nB17_i4,byp_p3,0,170,10685,17,17,-1,-1,FEASIBLE,128.352,1,1,2.99756,5.0,0.400488,0.0,0,0,0,0,0,0.0,1,1,0,0,2.99756,5.0,60.5919,0.0,20009,0,20000,0,5,4,4372,0,4368,0,1,3,67.7076,0.0,3.56087,0.0,0.213605,63.9331,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA30_nB30_i4,byp_p3,0,150,5637,30,30,-1,-1,FEASIBLE,620.102,1,1,3.55857,6.0,0.406904,0.0,0,0,0,0,0,0.0,1,1,0,0,3.55857,6.0,65.3473,0.0,50032,0,50000,0,16,16,4061,0,4046,0,0,15,554.614,0.0,6.80836,0.0,0.526242,547.28,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n170_p0.75_nA34_nB34_i2,byp_p3,0,170,10798,34,34,-1,-1,FEASIBLE,513.002,1,1,6.78895,9.0,0.245673,0.0,0,0,0,0,0,0.0,1,1,0,0,6.78895,9.0,132.821,0.0,37034,0,37000,0,17,17,7159,0,7143,0,0,16,380.041,0.0,6.05249,0.0,0.45066,373.538,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA15_nB30_i1,byp_p3,0,150,5541,15,30,-1,-1,OPTIMAL,202.183,1,0,2.0,2.0,0.0,0.0,0,0,0,0,0,0.0,1,1,0,0,1.69245,2.0,33.0463,0.0,25018,0,25000,0,9,9,2426,0,2418,0,0,8,169.094,0.0,3.41031,0.0,0.410994,165.272,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n130_p0.25_nA26_nB26_i4,byp_p3,0,130,2121,26,26,-1,-1,FEASIBLE,309.281,1,1,1.81311,3.0,0.395629,0.0,0,0,0,0,0,0.0,1,1,0,0,1.81311,3.0,22.5676,0.0,65074,0,65000,0,37,37,4058,0,4022,0,0,36,286.501,0.0,5.83405,0.0,2.56326,278.103,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n170_p0.75_nA34_nB17_i4,byp_p3,0,170,10756,34,17,-1,-1,FEASIBLE,406.264,1,1,9.20513,12.0,0.232906,0.0,0,0,0,0,0,0.0,1,1,0,0,9.20513,12.0,48.465,0.0,104128,0,104000,0,64,64,7354,0,7291,0,0,63,357.535,0.0,16.8675,0.0,0.622183,340.045,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA30_nB30_i2,byp_p3,0,150,5522,30,30,-1,-1,FEASIBLE,900.0,1,0,-1.79769e+308,6.0,1.79769e+306,0.0,0,0,0,0,0,0.0,1,1,0,0,3.40341,6.0,66.2944,0.0,53047,0,53000,0,24,23,6213,0,6189,0,1,23,871.469,0.0,6.78205,0.0,0.829817,863.857,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n130_p0.25_nA26_nB26_i3,byp_p3,0,130,2070,26,26,-1,-1,FEASIBLE,434.911,1,1,1.70437,3.0,0.431875,0.0,0,0,0,0,0,0.0,1,1,0,0,1.70437,3.0,22.8055,0.0,61044,0,61000,0,22,22,3448,0,3427,0,0,21,411.933,0.0,5.68191,0.0,3.2251,403.026,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n170_p0.75_nA34_nB34_i1,byp_p3,0,170,10786,34,34,-1,-1,FEASIBLE,900.0,1,0,-1.79769e+308,10.0,1.79769e+306,0.0,0,0,0,0,0,0.0,1,1,0,0,6.60194,10.0,135.497,0.0,53070,0,53000,0,35,35,6044,0,6009,0,0,35,778.557,0.0,9.8135,0.0,0.545826,768.198,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA15_nB15_i0,byp_p3,0,150,5548,15,15,-1,-1,FEASIBLE,250.993,1,1,1.64516,3.0,0.451613,0.0,0,0,0,0,0,0.0,1,1,0,0,1.64516,3.0,28.4734,0.0,21016,0,21000,0,8,8,2036,0,2029,0,0,7,222.486,0.0,2.81253,0.0,0.332967,219.341,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n170_p0.75_nA17_nB34_i0,byp_p3,0,170,10814,17,34,-1,-1,FEASIBLE,900.0,1,0,-1.79769e+308,5.0,1.79769e+306,0.0,0,0,0,0,0,0.0,1,1,0,0,3.02332,5.0,69.6807,0.0,72130,0,72000,0,65,65,2396,0,2331,0,0,65,832.614,0.0,12.6164,0.0,0.668799,819.329,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n170_p0.75_nA17_nB17_i1,byp_p3,0,170,10787,17,17,-1,-1,FEASIBLE,147.382,1,1,3.07208,5.0,0.385584,0.0,0,0,0,0,0,0.0,1,1,0,0,3.07208,5.0,62.0437,0.0,24016,0,24000,0,9,7,3496,0,3488,0,2,6,85.2871,0.0,3.72471,0.0,0.388902,81.1735,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA30_nB30_i1,byp_p3,0,150,5562,30,30,-1,-1,FEASIBLE,684.168,1,1,3.69525,6.0,0.384125,0.0,0,0,0,0,0,0.0,1,1,0,0,3.69525,6.0,67.4953,0.0,41034,0,41000,0,17,17,5237,0,5221,0,0,16,616.527,0.0,5.3387,0.0,0.469641,610.719,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA30_nB30_i3,byp_p3,0,150,5675,30,30,-1,-1,FEASIBLE,784.585,1,1,3.57178,6.0,0.404704,0.0,0,0,0,0,0,0.0,1,1,0,0,3.57178,6.0,67.2525,0.0,59055,0,59000,0,28,27,6500,0,6473,0,1,26,717.113,0.0,7.86566,0.0,0.745882,708.502,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA30_nB15_i0,byp_p3,0,150,5548,30,15,-1,-1,FEASIBLE,484.772,1,1,3.85644,6.0,0.357261,0.0,0,0,0,0,0,0.0,1,1,0,0,3.85644,6.0,54.6013,0.0,67058,0,67000,0,29,29,5955,0,5927,0,0,28,429.967,0.0,8.96208,0.0,0.63252,420.372,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n130_p0.25_nA26_nB13_i0,byp_p3,0,130,2038,26,13,-1,-1,FEASIBLE,600.707,1,1,1.76282,3.0,0.412392,0.0,0,0,0,0,0,0.0,1,1,0,0,1.76282,3.0,19.5967,0.0,86072,0,86000,0,36,36,4029,0,3994,0,0,35,580.855,0.0,7.75342,0.0,2.85456,570.247,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA30_nB15_i2,byp_p3,0,150,5525,30,15,-1,-1,FEASIBLE,900.0,1,0,-1.79769e+308,6.0,1.79769e+306,0.0,0,0,0,0,0,0.0,1,1,0,0,3.82359,6.0,52.6895,0.0,71066,0,71000,0,33,33,7043,0,7010,0,0,33,849.564,0.0,9.14926,0.0,0.960678,839.454,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n170_p0.75_nA34_nB34_i3,byp_p3,0,170,10760,34,34,-1,-1,FEASIBLE,420.683,1,1,6.47379,11.0,0.411474,0.0,0,0,0,0,0,0.0,1,1,0,0,6.47379,11.0,135.319,0.0,46033,0,46000,0,18,15,5127,0,5110,0,3,14,285.235,0.0,7.62983,0.0,0.421512,277.184,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n130_p0.25_nA26_nB26_i1,byp_p3,0,130,2071,26,26,-1,-1,FEASIBLE,343.415,1,1,1.74146,3.0,0.419513,0.0,0,0,0,0,0,0.0,1,1,0,0,1.74146,3.0,22.2482,0.0,49038,0,49000,0,19,19,4678,0,4660,0,0,18,320.981,0.0,4.64313,0.0,3.04781,313.29,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n170_p0.75_nA34_nB17_i1,byp_p3,0,170,10786,34,17,-1,-1,FEASIBLE,900.0,1,0,-1.79769e+308,12.0,1.79769e+306,0.0,0,0,0,0,0,0.0,1,1,0,0,9.60281,12.0,50.9471,0.0,113142,0,113000,0,72,70,9937,0,9865,0,2,70,855.095,0.0,17.0924,0.0,0.66974,837.333,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n170_p0.75_nA17_nB34_i2,byp_p3,0,170,10800,17,34,-1,-1,OPTIMAL,135.031,1,0,4.0,4.0,0.0,0.0,0,0,0,0,0,0.0,1,1,0,0,3.05466,4.0,73.2763,0.0,14010,0,14000,0,5,5,2344,0,2340,0,0,4,61.7212,0.0,2.26506,0.0,0.205675,59.2505,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA15_nB15_i3,byp_p3,0,150,5673,15,15,-1,-1,FEASIBLE,149.608,1,1,1.69616,3.0,0.434612,0.0,0,0,0,0,0,0.0,1,1,0,0,1.69616,3.0,28.9864,0.0,28016,0,28000,0,8,8,2984,0,2977,0,0,7,120.571,0.0,3.78258,0.0,0.338763,116.449,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n170_p0.75_nA34_nB34_i0,byp_p3,0,170,10814,34,34,-1,-1,FEASIBLE,472.784,1,1,6.60748,10.0,0.339252,0.0,0,0,0,0,0,0.0,1,1,0,0,6.60748,10.0,136.253,0.0,35031,0,35000,0,16,15,6926,0,6911,0,1,14,336.395,0.0,5.69928,0.0,0.442825,330.253,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n170_p0.75_nA34_nB17_i3,byp_p3,0,170,10775,34,17,-1,-1,FEASIBLE,451.039,1,1,8.65912,11.0,0.212807,0.0,0,0,0,0,0,0.0,1,1,0,0,8.65912,11.0,62.2641,0.0,66074,0,66000,0,37,37,10807,0,10771,0,0,36,388.515,0.0,11.4242,0.0,0.531467,376.559,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n170_p0.75_nA17_nB17_i3,byp_p3,0,170,10751,17,17,-1,-1,FEASIBLE,158.95,1,1,3.15887,5.0,0.368226,0.0,0,0,0,0,0,0.0,1,1,0,0,3.15887,5.0,57.7756,0.0,14012,0,14000,0,6,6,2194,0,2189,0,0,5,101.143,0.0,2.25644,0.0,0.257415,98.6288,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA15_nB30_i0,byp_p3,0,150,5548,15,30,-1,-1,OPTIMAL,150.377,1,0,2.0,2.0,0.0,0.0,0,0,0,0,0,0.0,1,1,0,0,1.64356,2.0,31.1103,0.0,15012,0,15000,0,6,6,1821,0,1816,0,0,5,119.24,0.0,2.00702,0.0,0.227063,117.006,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA15_nB15_i2,byp_p3,0,150,5568,15,15,-1,-1,OPTIMAL,272.96,1,0,2.0,2.0,0.0,0.0,0,0,0,0,0,0.0,1,1,0,0,1.70119,2.0,28.3806,0.0,26016,0,26000,0,8,8,2278,0,2271,0,0,7,244.537,0.0,3.5086,0.0,0.409706,240.619,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA30_nB15_i3,byp_p3,0,150,5675,30,15,-1,-1,FEASIBLE,754.542,1,1,4.05732,6.0,0.323781,0.0,0,0,0,0,0,0.0,1,1,0,0,4.05732,6.0,55.6623,0.0,76067,0,76000,0,34,33,8124,0,8091,0,1,32,698.561,0.0,10.075,0.0,0.906732,687.579,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n170_p0.75_nA34_nB34_i4,byp_p3,0,170,10757,34,34,-1,-1,FEASIBLE,753.717,1,1,6.49618,10.0,0.350382,0.0,0,0,0,0,0,0.0,1,1,0,0,6.49618,10.0,137.659,0.0,58062,0,58000,0,32,30,7815,0,7784,0,2,29,615.849,0.0,9.13451,0.0,0.525771,606.189,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n130_p0.25_nA26_nB13_i1,byp_p5,0,130,2181,26,13,-1,-1,FEASIBLE,246.661,1,1,1.89831,3.0,0.367229,0.0,0,0,0,0,0,0.0,1,1,0,0,1.89831,3.0,20.8345,0.0,74123,0,74000,41,41,41,5282,0,5242,0,0,40,225.583,0.0,6.62414,0.253627,1.964,216.742,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n170_p0.75_nA34_nB17_i2,byp_p5,0,170,10813,34,17,-1,-1,FEASIBLE,351.417,1,1,9.50221,11.0,0.136163,0.0,0,0,0,0,0,0.0,1,1,0,0,9.50221,11.0,43.2582,0.0,121185,0,121000,72,72,41,10826,0,10754,32,0,40,307.734,0.0,18.6624,0.107693,0.666363,288.298,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n170_p0.75_nA34_nB17_i0,byp_p5,0,170,10814,34,17,-1,-1,FEASIBLE,415.044,1,1,8.65907,11.0,0.212812,0.0,0,0,0,0,0,0.0,1,1,0,0,8.65907,11.0,48.4205,0.0,81105,0,81000,37,37,31,10130,0,10093,7,0,30,366.335,0.0,13.4845,0.209013,0.567012,352.074,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n170_p0.75_nA17_nB34_i4,byp_p5,0,170,10756,17,34,-1,-1,OPTIMAL,116.696,1,0,3.0,3.0,0.0,0.0,0,0,0,1,0,0.0,2,1,1,0,3.0,5.0,72.0567,0.0,11011,0,11000,4,4,3,3084,0,3081,1,0,2,44.605,0.0,1.83888,0.0257599,0.173541,42.5668,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA15_nB30_i4,byp_p5,0,150,5679,15,30,-1,-1,FEASIBLE,120.236,1,1,1.7037,3.0,0.432099,0.0,0,0,0,0,0,0.0,1,1,0,0,1.7037,3.0,33.2022,0.0,15012,0,15000,4,4,4,2315,0,2312,0,0,3,87.0053,0.0,2.10108,0.0135194,0.158417,84.7323,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n130_p0.25_nA26_nB26_i0,byp_p5,0,130,2038,26,26,-1,-1,FEASIBLE,451.825,1,1,1.69353,3.0,0.435492,0.0,0,0,0,0,0,0.0,1,1,0,0,1.69353,3.0,22.5128,0.0,70082,0,70000,28,28,26,3747,0,3719,3,0,25,429.101,0.0,6.94584,0.0734668,5.07861,417.003,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA30_nB30_i0,byp_p5,0,150,5548,30,30,-1,-1,FEASIBLE,759.578,1,1,3.50245,6.0,0.416259,0.0,0,0,0,0,0,0.0,1,1,0,0,3.50245,6.0,70.5412,0.0,40058,0,40000,20,20,18,5045,0,5026,2,0,17,688.9,0.0,5.32649,0.0768416,0.591056,682.905,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n130_p0.25_nA26_nB13_i3,byp_p5,0,130,2074,26,13,-1,-1,FEASIBLE,900.0,1,0,-1.79769e+308,3.0,1.79769e+306,0.0,0,0,0,0,0,0.0,1,1,0,0,1.79095,3.0,19.9607,0.0,76124,0,76000,42,42,40,4396,0,4354,2,0,40,901.073,0.0,6.95226,1.07643,7.57378,885.471,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n130_p0.25_nA26_nB26_i2,byp_p5,0,130,2100,26,26,-1,-1,FEASIBLE,357.948,1,1,1.78777,3.0,0.404076,0.0,0,0,0,0,0,0.0,1,1,0,0,1.78777,3.0,23.4598,0.0,72066,0,72000,22,23,21,3640,0,3618,1,1,20,334.301,0.0,6.72371,0.0543107,3.15367,324.369,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA15_nB15_i4,byp_p5,0,150,5682,15,15,-1,-1,FEASIBLE,354.015,1,1,1.72692,3.0,0.42436,0.0,0,0,0,0,0,0.0,1,1,0,0,1.72692,3.0,29.4989,0.0,26042,0,26000,14,14,14,2463,0,2450,0,0,13,324.47,0.0,3.4747,0.0533627,0.567574,320.375,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n130_p0.25_nA26_nB13_i2,byp_p5,0,130,2097,26,13,-1,-1,FEASIBLE,900.0,1,0,-1.79769e+308,3.0,1.79769e+306,0.0,0,0,0,0,0,0.0,1,1,0,0,1.82034,3.0,20.323,0.0,93135,0,93000,45,46,44,4021,0,3975,1,1,44,887.679,0.0,8.57864,0.884996,8.48864,869.727,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA30_nB15_i1,byp_p5,0,150,5541,30,15,-1,-1,FEASIBLE,387.868,1,1,4.27373,7.0,0.389467,0.0,0,0,0,0,0,0.0,1,1,0,0,4.27373,7.0,46.4041,0.0,85116,0,85000,41,41,34,7126,0,7086,7,0,33,341.169,0.0,10.3804,0.218932,0.729475,329.84,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n170_p0.75_nA17_nB34_i3,byp_p5,0,170,10775,17,34,-1,-1,FEASIBLE,98.5932,1,1,3.1,5.0,0.38,0.0,0,0,0,0,0,0.0,1,1,0,0,3.1,5.0,69.8314,0.0,8007,0,8000,2,3,2,2183,0,2181,0,1,1,28.7355,0.0,1.38066,0.0130112,0.119108,27.2227,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
