instance,solver,run,nvertices,nedges,n,m,state,value,totalTime,totalIters,bestTime,bestIter
r_n150_p0.5_nA30_nB30_i3,heur_semigreedy2s_v3_r500,0,150,5675,30,30,FEASIBLE,6,72.239,75000,0.0482186,46
r_n170_p0.75_nA17_nB34_i2,heur_semigreedy2s_v3_r500,0,170,10800,17,34,FEASIBLE,4,80.8893,85000,58.4814,61683
r_n130_p0.25_nA26_nB26_i4,heur_semigreedy2s_v3_r500,0,130,2121,26,26,FEASIBLE,3,23.549,65000,0.00783911,15
r_n150_p0.5_nA15_nB30_i3,heur_semigreedy2s_v3_r500,0,150,5618,15,30,FEASIBLE,2,35.2957,75000,2.66138,5810
r_n130_p0.25_nA26_nB13_i0,heur_semigreedy2s_v3_r500,0,130,2038,26,13,FEASIBLE,3,20.4645,65000,0.0139251,33
r_n150_p0.5_nA30_nB30_i1,heur_semigreedy2s_v3_r500,0,150,5562,30,30,FEASIBLE,6,73.4817,75000,3.63484,3831
r_n130_p0.25_nA26_nB13_i4,heur_semigreedy2s_v3_r500,0,130,2115,26,13,FEASIBLE,3,20.909,65000,0.00042156,0
r_n130_p0.25_nA26_nB26_i2,heur_semigreedy2s_v3_r500,0,130,2100,26,26,FEASIBLE,3,23.6036,65000,0.00256164,6
r_n170_p0.75_nA34_nB17_i1,heur_semigreedy2s_v3_r500,0,170,10786,34,17,FEASIBLE,12,55.3709,85000,0.0245858,24
r_n150_p0.5_nA30_nB30_i0,heur_semigreedy2s_v3_r500,0,150,5548,30,30,FEASIBLE,6,71.1999,75000,0.541236,585
r_n150_p0.5_nA30_nB15_i1,heur_semigreedy2s_v3_r500,0,150,5541,30,15,FEASIBLE,7,54.2185,75000,0.11053,148
r_n130_p0.25_nA26_nB13_i1,heur_semigreedy2s_v3_r500,0,130,2181,26,13,FEASIBLE,3,21.0059,65000,0.0607436,188
