instance,solver,run,nvertices,nedges,n,m,state,value,totalTime,totalIters,bestTime,bestIter
r_n130_p0.25_nA26_nB26_i1,heur_semigreedy2s_v3_r1000,0,130,2071,26,26,FEASIBLE,3,45.1082,130000,0.000575729,0
r_n150_p0.5_nA15_nB30_i2,heur_semigreedy2s_v3_r1000,0,150,5529,15,30,FEASIBLE,2,69.3061,150000,0.78452,1747
r_n150_p0.5_nA15_nB15_i4,heur_semigreedy2s_v3_r1000,0,150,5682,15,15,FEASIBLE,3,63.8444,150000,0.00940719,15
r_n170_p0.75_nA17_nB17_i0,heur_semigreedy2s_v3_r1000,0,170,10814,17,17,FEASIBLE,5,131.376,170000,0.0563071,63
r_n170_p0.75_nA34_nB34_i2,heur_semigreedy2s_v3_r1000,0,170,10798,34,34,FEASIBLE,9,303.88,170000,66.6581,37167
r_n150_p0.5_nA30_nB15_i0,heur_semigreedy2s_v3_r1000,0,150,5548,30,15,FEASIBLE,6,119.496,150000,0.159506,203
r_n170_p0.75_nA34_nB34_i3,heur_semigreedy2s_v3_r1000,0,170,10760,34,34,FEASIBLE,10,317.413,170000,175.141,93770
r_n170_p0.75_nA17_nB17_i3,heur_semigreedy2s_v3_r1000,0,170,10751,17,17,FEASIBLE,5,128.962,170000,0.0373393,40
r_n130_p0.25_nA26_nB13_i2,heur_semigreedy2s_v3_r1000,0,130,2097,26,13,FEASIBLE,3,41.1628,130000,0.00410538,8
r_n150_p0.5_nA15_nB15_i0,heur_semigreedy2s_v3_r1000,0,150,5548,15,15,FEASIBLE,3,61.3332,150000,0.0007988,0
r_n150_p0.5_nA15_nB30_i0,heur_semigreedy2s_v3_r1000,0,150,5548,15,30,FEASIBLE,2,66.8803,150000,4.89018,11243
r_n150_p0.5_nA30_nB15_i4,heur_semigreedy2s_v3_r1000,0,150,5636,30,15,FEASIBLE,6,116.158,150000,6.88426,9166
r_n170_p0.75_nA34_nB34_i4,heur_semigreedy2s_v3_r1000,0,170,10757,34,34,FEASIBLE,10,304.067,170000,0.0968396,49
r_n170_p0.75_nA34_nB17_i0,heur_semigreedy2s_v3_r1000,0,170,10814,34,17,FEASIBLE,11,106.051,170000,3.40809,5448
r_n150_p0.5_nA15_nB30_i4,heur_semigreedy2s_v3_r1000,0,150,5679,15,30,FEASIBLE,3,71.9756,150000,0.00187526,1
r_n170_p0.75_nA17_nB34_i0,heur_semigreedy2s_v3_r1000,0,170,10814,17,34,FEASIBLE,4,158.426,170000,0.422402,470
r_n170_p0.75_nA34_nB34_i1,heur_semigreedy2s_v3_r1000,0,170,10786,34,34,FEASIBLE,10,294.919,170000,60.111,34532
r_n150_p0.5_nA15_nB15_i2,heur_semigreedy2s_v3_r1000,0,150,5568,15,15,FEASIBLE,2,61.9853,150000,3.09948,7782
r_n170_p0.75_nA17_nB34_i4,heur_semigreedy2s_v3_r1000,0,170,10756,17,34,FEASIBLE,5,154.31,170000,0.132655,141
r_n170_p0.75_nA34_nB34_i0,heur_semigreedy2s_v3_r1000,0,170,10814,34,34,FEASIBLE,10,300.493,170000,3.52212,1964
r_n170_p0.75_nA17_nB17_i2,heur_semigreedy2s_v3_r1000,0,170,10804,17,17,FEASIBLE,5,127.759,170000,0.0197177,19
r_n150_p0.5_nA15_nB30_i1,heur_semigreedy2s_v3_r1000,0,150,5541,15,30,FEASIBLE,2,72.1125,150000,3.13455,6752
r_n150_p0.5_nA30_nB30_i2,heur_semigreedy2s_v3_r1000,0,150,5522,30,30,FEASIBLE,6,143.517,150000,0.0669678,63
r_n150_p0.5_nA30_nB15_i2,heur_semigreedy2s_v3_r1000,0,150,5525,30,15,FEASIBLE,6,113.73,150000,0.882592,1219
r_n170_p0.75_nA34_nB17_i3,heur_semigreedy2s_v3_r1000,0,170,10775,34,17,FEASIBLE,11,140.385,170000,0.0680938,74
r_n130_p0.25_nA26_nB26_i0,heur_semigreedy2s_v3_r1000,0,130,2038,26,26,FEASIBLE,3,44.719,130000,0.0015745,2
r_n130_p0.25_nA26_nB26_i3,heur_semigreedy2s_v3_r1000,0,130,2070,26,26,FEASIBLE,3,46.0373,130000,0.000574874,0
r_n170_p0.75_nA34_nB17_i4,heur_semigreedy2s_v3_r1000,0,170,10756,34,17,FEASIBLE,11,110.589,170000,23.2195,35842
r_n150_p0.5_nA15_nB15_i3,heur_semigreedy2s_v3_r1000,0,150,5673,15,15,FEASIBLE,3,63.133,150000,0.00327586,5
r_n150_p0.5_nA15_nB15_i1,heur_semigreedy2s_v3_r1000,0,150,5542,15,15,FEASIBLE,3,61.9504,150000,0.00602516,7
r_n170_p0.75_nA17_nB17_i4,heur_semigreedy2s_v3_r1000,0,170,10685,17,17,FEASIBLE,5,133.852,170000,0.0418666,37
r_n170_p0.75_nA17_nB34_i3,heur_semigreedy2s_v3_r1000,0,170,10775,17,34,FEASIBLE,5,153.753,170000,0.02307,18
r_n150_p0.5_nA30_nB30_i4,heur_semigreedy2s_v3_r1000,0,150,5637,30,30,FEASIBLE,6,141.403,150000,0.171268,180
r_n170_p0.75_nA34_nB17_i2,heur_semigreedy2s_v3_r1000,0,170,10813,34,17,FEASIBLE,11,98.8528,170000,0.556551,930
r_n130_p0.25_nA26_nB13_i3,heur_semigreedy2s_v3_r1000,0,130,2074,26,13,FEASIBLE,3,40.491,130000,0.011439,26
r_n150_p0.5_nA30_nB15_i3,heur_semigreedy2s_v3_r1000,0,150,5675,30,15,FEASIBLE,6,119.504,150000,6.69191,8638
r_n150_p0.5_nA30_nB30_i3,heur_semigreedy2s_v3_r1000,0,150,5675,30,30,FEASIBLE,6,145.432,150000,0.0505055,46
r_n170_p0.75_nA17_nB34_i2,heur_semigreedy2s_v3_r1000,0,170,10800,17,34,FEASIBLE,4,163.358,170000,58.7351,61683
r_n130_p0.25_nA26_nB26_i4,heur_semigreedy2s_v3_r1000,0,130,2121,26,26,FEASIBLE,3,47.2308,130000,0.00776737,15
r_n150_p0.5_nA15_nB30_i3,heur_semigreedy2s_v3_r1000,0,150,5618,15,30,FEASIBLE,2,70.554,150000,2.6554,5810
r_n130_p0.25_nA26_nB13_i0,heur_semigreedy2s_v3_r1000,0,130,2038,26,13,FEASIBLE,3,40.177,130000,0.0109215,33
r_n150_p0.5_nA30_nB30_i1,heur_semigreedy2s_v3_r1000,0,150,5562,30,30,FEASIBLE,6,147.932,150000,3.65628,3831
r_n130_p0.25_nA26_nB13_i4,heur_semigreedy2s_v3_r1000,0,130,2115,26,13,FEASIBLE,3,42.0508,130000,0.000547268,0
r_n130_p0.25_nA26_nB26_i2,heur_semigreedy2s_v3_r1000,0,130,2100,26,26,FEASIBLE,3,47.3061,130000,0.00257618,6
r_n170_p0.75_nA34_nB17_i1,heur_semigreedy2s_v3_r1000,0,170,10786,34,17,FEASIBLE,12,110.92,170000,0.0213267,24
r_n150_p0.5_nA30_nB30_i0,heur_semigreedy2s_v3_r1000,0,150,5548,30,30,FEASIBLE,6,142.622,150000,0.538046,585
r_n150_p0.5_nA30_nB15_i1,heur_semigreedy2s_v3_r1000,0,150,5541,30,15,FEASIBLE,7,109.447,150000,0.111014,148
r_n130_p0.25_nA26_nB13_i1,heur_semigreedy2s_v3_r1000,0,130,2181,26,13,FEASIBLE,3,42.1202,130000,0.0636066,188
r_n170_p0.75_nA17_nB34_i1,heur_semigreedy2s_v3_r10,0,170,10781,17,34,FEASIBLE,5,1.50871,1700,0.0296273,23
r_n170_p0.75_nA17_nB17_i1,heur_semigreedy2s_v3_r10,0,170,10787,17,17,FEASIBLE,5,1.32917,1700,0.0333058,31
r_n130_p0.25_nA26_nB26_i1,heur_semigreedy2s_v3_r10,0,130,2071,26,26,FEASIBLE,3,0.440238,1300,0.00055424,0
r_n150_p0.5_nA15_nB30_i2,heur_semigreedy2s_v3_r10,0,150,5529,15,30,FEASIBLE,3,0.668883,1500,0.00115014,0
r_n150_p0.5_nA15_nB15_i4,heur_semigreedy2s_v3_r10,0,150,5682,15,15,FEASIBLE,3,0.623362,1500,0.00986838,15
r_n170_p0.75_nA17_nB17_i0,heur_semigreedy2s_v3_r10,0,170,10814,17,17,FEASIBLE,5,1.2494,1700,0.055057,63
r_n170_p0.75_nA34_nB34_i2,heur_semigreedy2s_v3_r10,0,170,10798,34,34,FEASIBLE,10,3.10955,1700,0.0131424,4
r_n150_p0.5_nA30_nB15_i0,heur_semigreedy2s_v3_r10,0,150,5548,30,15,FEASIBLE,6,1.13947,1500,0.159893,203
r_n170_p0.75_nA34_nB34_i3,heur_semigreedy2s_v3_r10,0,170,10760,34,34,FEASIBLE,11,3.21652,1700,0.271076,143
r_n170_p0.75_nA17_nB17_i3,heur_semigreedy2s_v3_r10,0,170,10751,17,17,FEASIBLE,5,1.23141,1700,0.0384972,40
r_n130_p0.25_nA26_nB13_i2,heur_semigreedy2s_v3_r10,0,130,2097,26,13,FEASIBLE,3,0.396299,1300,0.00451402,8
r_n150_p0.5_nA15_nB15_i0,heur_semigreedy2s_v3_r10,0,150,5548,15,15,FEASIBLE,3,0.591405,1500,0.000886025,0
r_n150_p0.5_nA15_nB30_i0,heur_semigreedy2s_v3_r10,0,150,5548,15,30,FEASIBLE,3,0.653304,1500,0.000759847,0
r_n150_p0.5_nA30_nB15_i4,heur_semigreedy2s_v3_r10,0,150,5636,30,15,FEASIBLE,7,1.09833,1500,0.0227334,26
r_n170_p0.75_nA34_nB34_i4,heur_semigreedy2s_v3_r10,0,170,10757,34,34,FEASIBLE,10,3.03526,1700,0.0967021,49
r_n170_p0.75_nA34_nB17_i0,heur_semigreedy2s_v3_r10,0,170,10814,34,17,FEASIBLE,12,1.0462,1700,0.0704492,109
r_n150_p0.5_nA15_nB30_i4,heur_semigreedy2s_v3_r10,0,150,5679,15,30,FEASIBLE,3,0.703892,1500,0.00151411,1
r_n170_p0.75_nA17_nB34_i0,heur_semigreedy2s_v3_r10,0,170,10814,17,34,FEASIBLE,4,1.51153,1700,0.424515,470
r_n170_p0.75_nA34_nB34_i1,heur_semigreedy2s_v3_r10,0,170,10786,34,34,FEASIBLE,11,2.99341,1700,0.214184,122
r_n150_p0.5_nA15_nB15_i2,heur_semigreedy2s_v3_r10,0,150,5568,15,15,FEASIBLE,3,0.597262,1500,0.00388622,7
r_n170_p0.75_nA17_nB34_i4,heur_semigreedy2s_v3_r10,0,170,10756,17,34,FEASIBLE,5,1.46586,1700,0.133544,141
r_n170_p0.75_nA34_nB34_i0,heur_semigreedy2s_v3_r10,0,170,10814,34,34,FEASIBLE,11,3.04281,1700,0.196642,109
r_n170_p0.75_nA17_nB17_i2,heur_semigreedy2s_v3_r10,0,170,10804,17,17,FEASIBLE,5,1.22003,1700,0.0247012,19
r_n150_p0.5_nA15_nB30_i1,heur_semigreedy2s_v3_r10,0,150,5541,15,30,FEASIBLE,3,0.693236,1500,0.00323006,4
r_n150_p0.5_nA30_nB30_i2,heur_semigreedy2s_v3_r10,0,150,5522,30,30,FEASIBLE,6,1.36141,1500,0.0641772,63
r_n150_p0.5_nA30_nB15_i2,heur_semigreedy2s_v3_r10,0,150,5525,30,15,FEASIBLE,6,1.08327,1500,0.883385,1219
r_n170_p0.75_nA34_nB17_i3,heur_semigreedy2s_v3_r10,0,170,10775,34,17,FEASIBLE,11,1.40018,1700,0.0656351,74
r_n130_p0.25_nA26_nB26_i0,heur_semigreedy2s_v3_r10,0,130,2038,26,26,FEASIBLE,3,0.436329,1300,0.00153526,2
r_n130_p0.25_nA26_nB26_i3,heur_semigreedy2s_v3_r10,0,130,2070,26,26,FEASIBLE,3,0.440246,1300,0.000411314,0
r_n170_p0.75_nA34_nB17_i4,heur_semigreedy2s_v3_r10,0,170,10756,34,17,FEASIBLE,12,1.04407,1700,0.0714475,100
r_n150_p0.5_nA15_nB15_i3,heur_semigreedy2s_v3_r10,0,150,5673,15,15,FEASIBLE,3,0.617227,1500,0.0032376,5
r_n150_p0.5_nA15_nB15_i1,heur_semigreedy2s_v3_r10,0,150,5542,15,15,FEASIBLE,3,0.606048,1500,0.00511122,7
r_n170_p0.75_nA17_nB17_i4,heur_semigreedy2s_v3_r10,0,170,10685,17,17,FEASIBLE,5,1.25398,1700,0.03772,37
r_n170_p0.75_nA17_nB34_i3,heur_semigreedy2s_v3_r10,0,170,10775,17,34,FEASIBLE,5,1.47654,1700,0.0231503,18
r_n150_p0.5_nA30_nB30_i4,heur_semigreedy2s_v3_r10,0,150,5637,30,30,FEASIBLE,6,1.36766,1500,0.171371,180
r_n170_p0.75_nA34_nB17_i2,heur_semigreedy2s_v3_r10,0,170,10813,34,17,FEASIBLE,11,0.998495,1700,0.559627,930
r_n130_p0.25_nA26_nB13_i3,heur_semigreedy2s_v3_r10,0,130,2074,26,13,FEASIBLE,3,0.39372,1300,0.0101286,26
r_n150_p0.5_nA30_nB15_i3,heur_semigreedy2s_v3_r10,0,150,5675,30,15,FEASIBLE,7,1.14228,1500,0.00237164,1
r_n150_p0.5_nA30_nB30_i3,heur_semigreedy2s_v3_r10,0,150,5675,30,30,FEASIBLE,6,1.38027,1500,0.0493128,46
r_n170_p0.75_nA17_nB34_i2,heur_semigreedy2s_v3_r10,0,170,10800,17,34,FEASIBLE,5,1.5681,1700,0.0499419,41
r_n130_p0.25_nA26_nB26_i4,heur_semigreedy2s_v3_r10,0,130,2121,26,26,FEASIBLE,3,0.455861,1300,0.00787821,15
r_n150_p0.5_nA15_nB30_i3,heur_semigreedy2s_v3_r10,0,150,5618,15,30,FEASIBLE,3,0.695238,1500,0.00124249,0
r_n130_p0.25_nA26_nB13_i0,heur_semigreedy2s_v3_r10,0,130,2038,26,13,FEASIBLE,3,0.388412,1300,0.0139878,33
r_n150_p0.5_nA30_nB30_i1,heur_semigreedy2s_v3_r10,0,150,5562,30,30,FEASIBLE,7,1.43111,1500,0.00292024,1
r_n130_p0.25_nA26_nB13_i4,heur_semigreedy2s_v3_r10,0,130,2115,26,13,FEASIBLE,3,0.404906,1300,0.000389889,0
r_n130_p0.25_nA26_nB26_i2,heur_semigreedy2s_v3_r10,0,130,2100,26,26,FEASIBLE,3,0.454656,1300,0.00259992,6
r_n170_p0.75_nA34_nB17_i1,heur_semigreedy2s_v3_r10,0,170,10786,34,17,FEASIBLE,12,1.12244,1700,0.0219661,24
r_n150_p0.5_nA30_nB30_i0,heur_semigreedy2s_v3_r10,0,150,5548,30,30,FEASIBLE,6,1.37508,1500,0.541407,585
r_n150_p0.5_nA30_nB15_i1,heur_semigreedy2s_v3_r10,0,150,5541,30,15,FEASIBLE,7,1.04031,1500,0.109583,148
r_n130_p0.25_nA26_nB13_i1,heur_semigreedy2s_v3_r10,0,130,2181,26,13,FEASIBLE,3,0.407399,1300,0.0656799,188
r_n170_p0.75_nA17_nB34_i1,heur_semigreedy2s_v3_r50,0,170,10781,17,34,FEASIBLE,5,7.73136,8500,0.0310913,23
r_n170_p0.75_nA17_nB17_i1,heur_semigreedy2s_v3_r50,0,170,10787,17,17,FEASIBLE,5,6.61055,8500,0.0322082,31
r_n130_p0.25_nA26_nB26_i1,heur_semigreedy2s_v3_r50,0,130,2071,26,26,FEASIBLE,3,2.22741,6500,0.00056481,0
r_n150_p0.5_nA15_nB30_i2,heur_semigreedy2s_v3_r50,0,150,5529,15,30,FEASIBLE,2,3.3291,7500,0.776661,1747
r_n150_p0.5_nA15_nB15_i4,heur_semigreedy2s_v3_r50,0,150,5682,15,15,FEASIBLE,3,3.09129,7500,0.0102817,15
r_n170_p0.75_nA17_nB17_i0,heur_semigreedy2s_v3_r50,0,170,10814,17,17,FEASIBLE,5,6.33936,8500,0.05734,63
r_n170_p0.75_nA34_nB34_i2,heur_semigreedy2s_v3_r50,0,170,10798,34,34,FEASIBLE,10,15.3078,8500,0.0142919,4
r_n150_p0.5_nA30_nB15_i0,heur_semigreedy2s_v3_r50,0,150,5548,30,15,FEASIBLE,6,5.78926,7500,0.162606,203
r_n170_p0.75_nA34_nB34_i3,heur_semigreedy2s_v3_r50,0,170,10760,34,34,FEASIBLE,11,15.9654,8500,0.273117,143
r_n170_p0.75_nA17_nB17_i3,heur_semigreedy2s_v3_r50,0,170,10751,17,17,FEASIBLE,5,6.14626,8500,0.0357039,40
r_n130_p0.25_nA26_nB13_i2,heur_semigreedy2s_v3_r50,0,130,2097,26,13,FEASIBLE,3,1.99196,6500,0.00287478,8
r_n150_p0.5_nA15_nB15_i0,heur_semigreedy2s_v3_r50,0,150,5548,15,15,FEASIBLE,3,2.94953,7500,0.000531954,0
r_n150_p0.5_nA15_nB30_i0,heur_semigreedy2s_v3_r50,0,150,5548,15,30,FEASIBLE,3,3.25315,7500,0.000820892,0
r_n150_p0.5_nA30_nB15_i4,heur_semigreedy2s_v3_r50,0,150,5636,30,15,FEASIBLE,7,5.72285,7500,0.0252619,26
r_n170_p0.75_nA34_nB34_i4,heur_semigreedy2s_v3_r50,0,170,10757,34,34,FEASIBLE,10,15.175,8500,0.0971366,49
r_n170_p0.75_nA34_nB17_i0,heur_semigreedy2s_v3_r50,0,170,10814,34,17,FEASIBLE,11,5.31112,8500,3.40355,5448
r_n150_p0.5_nA15_nB30_i4,heur_semigreedy2s_v3_r50,0,150,5679,15,30,FEASIBLE,3,3.496,7500,0.00115494,1
r_n170_p0.75_nA17_nB34_i0,heur_semigreedy2s_v3_r50,0,170,10814,17,34,FEASIBLE,4,7.5133,8500,0.422995,470
r_n170_p0.75_nA34_nB34_i1,heur_semigreedy2s_v3_r50,0,170,10786,34,34,FEASIBLE,11,14.903,8500,0.216831,122
r_n150_p0.5_nA15_nB15_i2,heur_semigreedy2s_v3_r50,0,150,5568,15,15,FEASIBLE,3,2.97375,7500,0.00474159,7
r_n170_p0.75_nA17_nB34_i4,heur_semigreedy2s_v3_r50,0,170,10756,17,34,FEASIBLE,5,7.3804,8500,0.133113,141
r_n170_p0.75_nA34_nB34_i0,heur_semigreedy2s_v3_r50,0,170,10814,34,34,FEASIBLE,10,15.1335,8500,3.52155,1964
r_n170_p0.75_nA17_nB17_i2,heur_semigreedy2s_v3_r50,0,170,10804,17,17,FEASIBLE,5,6.11632,8500,0.0221333,19
r_n150_p0.5_nA15_nB30_i1,heur_semigreedy2s_v3_r50,0,150,5541,15,30,FEASIBLE,2,3.46584,7500,3.11945,6752
r_n150_p0.5_nA30_nB30_i2,heur_semigreedy2s_v3_r50,0,150,5522,30,30,FEASIBLE,6,6.96214,7500,0.063603,63
r_n150_p0.5_nA30_nB15_i2,heur_semigreedy2s_v3_r50,0,150,5525,30,15,FEASIBLE,6,5.50391,7500,0.884267,1219
r_n170_p0.75_nA34_nB17_i3,heur_semigreedy2s_v3_r50,0,170,10775,34,17,FEASIBLE,11,7.0717,8500,0.0682002,74
r_n130_p0.25_nA26_nB26_i0,heur_semigreedy2s_v3_r50,0,130,2038,26,26,FEASIBLE,3,2.20717,6500,0.00158204,2
r_n130_p0.25_nA26_nB26_i3,heur_semigreedy2s_v3_r50,0,130,2070,26,26,FEASIBLE,3,2.24767,6500,0.000388163,0
r_n170_p0.75_nA34_nB17_i4,heur_semigreedy2s_v3_r50,0,170,10756,34,17,FEASIBLE,12,5.39505,8500,0.0701656,100
r_n150_p0.5_nA15_nB15_i3,heur_semigreedy2s_v3_r50,0,150,5673,15,15,FEASIBLE,3,3.0429,7500,0.00476404,5
r_n150_p0.5_nA15_nB15_i1,heur_semigreedy2s_v3_r50,0,150,5542,15,15,FEASIBLE,3,2.99354,7500,0.00577685,7
r_n170_p0.75_nA17_nB17_i4,heur_semigreedy2s_v3_r50,0,170,10685,17,17,FEASIBLE,5,6.28647,8500,0.0351568,37
r_n170_p0.75_nA17_nB34_i3,heur_semigreedy2s_v3_r50,0,170,10775,17,34,FEASIBLE,5,7.47591,8500,0.0236161,18
r_n150_p0.5_nA30_nB30_i4,heur_semigreedy2s_v3_r50,0,150,5637,30,30,FEASIBLE,6,6.9049,7500,0.170014,180
r_n170_p0.75_nA34_nB17_i2,heur_semigreedy2s_v3_r50,0,170,10813,34,17,FEASIBLE,11,4.89794,8500,0.558475,930
r_n130_p0.25_nA26_nB13_i3,heur_semigreedy2s_v3_r50,0,130,2074,26,13,FEASIBLE,3,1.97021,6500,0.0111453,26
r_n150_p0.5_nA30_nB15_i3,heur_semigreedy2s_v3_r50,0,150,5675,30,15,FEASIBLE,7,5.80088,7500,0.00286333,1
r_n150_p0.5_nA30_nB30_i3,heur_semigreedy2s_v3_r50,0,150,5675,30,30,FEASIBLE,6,7.04873,7500,0.0477528,46
r_n170_p0.75_nA17_nB34_i2,heur_semigreedy2s_v3_r50,0,170,10800,17,34,FEASIBLE,5,7.80376,8500,0.0471235,41
r_n130_p0.25_nA26_nB26_i4,heur_semigreedy2s_v3_r50,0,130,2121,26,26,FEASIBLE,3,2.3146,6500,0.00795323,15
r_n150_p0.5_nA15_nB30_i3,heur_semigreedy2s_v3_r50,0,150,5618,15,30,FEASIBLE,2,3.46347,7500,2.68061,5810
r_n130_p0.25_nA26_nB13_i0,heur_semigreedy2s_v3_r50,0,130,2038,26,13,FEASIBLE,3,1.95723,6500,0.014084,33
r_n150_p0.5_nA30_nB30_i1,heur_semigreedy2s_v3_r50,0,150,5562,30,30,FEASIBLE,6,7.24241,7500,3.65702,3831
r_n130_p0.25_nA26_nB13_i4,heur_semigreedy2s_v3_r50,0,130,2115,26,13,FEASIBLE,3,2.0484,6500,0.000525251,0
r_n130_p0.25_nA26_nB26_i2,heur_semigreedy2s_v3_r50,0,130,2100,26,26,FEASIBLE,3,2.3214,6500,0.00335532,6
r_n170_p0.75_nA34_nB17_i1,heur_semigreedy2s_v3_r50,0,170,10786,34,17,FEASIBLE,12,5.52332,8500,0.0222827,24
r_n150_p0.5_nA30_nB30_i0,heur_semigreedy2s_v3_r50,0,150,5548,30,30,FEASIBLE,6,6.96098,7500,0.536033,585
r_n150_p0.5_nA30_nB15_i1,heur_semigreedy2s_v3_r50,0,150,5541,30,15,FEASIBLE,7,5.27583,7500,0.109601,148
r_n130_p0.25_nA26_nB13_i1,heur_semigreedy2s_v3_r50,0,130,2181,26,13,FEASIBLE,3,2.0412,6500,0.0607664,188
r_n170_p0.75_nA17_nB34_i1,heur_semigreedy2s_v3_r500,0,170,10781,17,34,FEASIBLE,5,80.4617,85000,0.0323103,23
r_n170_p0.75_nA17_nB17_i1,heur_semigreedy2s_v3_r500,0,170,10787,17,17,FEASIBLE,5,70.412,85000,0.0338527,31
r_n130_p0.25_nA26_nB26_i1,heur_semigreedy2s_v3_r500,0,130,2071,26,26,FEASIBLE,3,22.5727,65000,0.000406114,0
r_n150_p0.5_nA15_nB30_i2,heur_semigreedy2s_v3_r500,0,150,5529,15,30,FEASIBLE,2,34.2136,75000,0.776106,1747
r_n150_p0.5_nA15_nB15_i4,heur_semigreedy2s_v3_r500,0,150,5682,15,15,FEASIBLE,3,31.8089,75000,0.0101199,15
r_n170_p0.75_nA17_nB17_i0,heur_semigreedy2s_v3_r500,0,170,10814,17,17,FEASIBLE,5,64.6674,85000,0.0561176,63
r_n170_p0.75_nA34_nB34_i2,heur_semigreedy2s_v3_r500,0,170,10798,34,34,FEASIBLE,9,152.067,85000,66.5029,37167
r_n150_p0.5_nA30_nB15_i0,heur_semigreedy2s_v3_r500,0,150,5548,30,15,FEASIBLE,6,59.0904,75000,0.159571,203
r_n170_p0.75_nA34_nB34_i3,heur_semigreedy2s_v3_r500,0,170,10760,34,34,FEASIBLE,11,158.379,85000,0.270839,143
r_n170_p0.75_nA17_nB17_i3,heur_semigreedy2s_v3_r500,0,170,10751,17,17,FEASIBLE,5,63.7186,85000,0.0372723,40
r_n130_p0.25_nA26_nB13_i2,heur_semigreedy2s_v3_r500,0,130,2097,26,13,FEASIBLE,3,20.4052,65000,0.0041058,8
r_n150_p0.5_nA15_nB15_i0,heur_semigreedy2s_v3_r500,0,150,5548,15,15,FEASIBLE,3,30.431,75000,0.00111153,0
r_n150_p0.5_nA15_nB30_i0,heur_semigreedy2s_v3_r500,0,150,5548,15,30,FEASIBLE,2,33.3127,75000,4.89985,11243
r_n150_p0.5_nA30_nB15_i4,heur_semigreedy2s_v3_r500,0,150,5636,30,15,FEASIBLE,6,57.6485,75000,6.90181,9166
r_n170_p0.75_nA34_nB34_i4,heur_semigreedy2s_v3_r500,0,170,10757,34,34,FEASIBLE,10,151.001,85000,0.0975209,49
r_n170_p0.75_nA34_nB17_i0,heur_semigreedy2s_v3_r500,0,170,10814,34,17,FEASIBLE,11,53.2139,85000,3.42322,5448
r_n150_p0.5_nA15_nB30_i4,heur_semigreedy2s_v3_r500,0,150,5679,15,30,FEASIBLE,3,35.7391,75000,0.00119578,1
r_n170_p0.75_nA17_nB34_i0,heur_semigreedy2s_v3_r500,0,170,10814,17,34,FEASIBLE,4,78.205,85000,0.423415,470
r_n170_p0.75_nA34_nB34_i1,heur_semigreedy2s_v3_r500,0,170,10786,34,34,FEASIBLE,10,147.84,85000,60.0758,34532
r_n150_p0.5_nA15_nB15_i2,heur_semigreedy2s_v3_r500,0,150,5568,15,15,FEASIBLE,2,30.7906,75000,3.10452,7782
r_n170_p0.75_nA17_nB34_i4,heur_semigreedy2s_v3_r500,0,170,10756,17,34,FEASIBLE,5,76.846,85000,0.135338,141
r_n170_p0.75_nA34_nB34_i0,heur_semigreedy2s_v3_r500,0,170,10814,34,34,FEASIBLE,10,150.442,85000,3.49706,1964
r_n170_p0.75_nA17_nB17_i2,heur_semigreedy2s_v3_r500,0,170,10804,17,17,FEASIBLE,5,63.3959,85000,0.0208665,19
r_n150_p0.5_nA15_nB30_i1,heur_semigreedy2s_v3_r500,0,150,5541,15,30,FEASIBLE,2,35.8018,75000,3.12897,6752
r_n150_p0.5_nA30_nB30_i2,heur_semigreedy2s_v3_r500,0,150,5522,30,30,FEASIBLE,6,70.9624,75000,0.0625995,63
r_n150_p0.5_nA30_nB15_i2,heur_semigreedy2s_v3_r500,0,150,5525,30,15,FEASIBLE,6,56.5383,75000,0.884449,1219
r_n170_p0.75_nA34_nB17_i3,heur_semigreedy2s_v3_r500,0,170,10775,34,17,FEASIBLE,11,70.0634,85000,0.0661487,74
r_n130_p0.25_nA26_nB26_i0,heur_semigreedy2s_v3_r500,0,130,2038,26,26,FEASIBLE,3,22.197,65000,0.00156826,2
r_n130_p0.25_nA26_nB26_i3,heur_semigreedy2s_v3_r500,0,130,2070,26,26,FEASIBLE,3,23.0098,65000,0.000545161,0
r_n170_p0.75_nA34_nB17_i4,heur_semigreedy2s_v3_r500,0,170,10756,34,17,FEASIBLE,11,55.2043,85000,23.2457,35842
r_n150_p0.5_nA15_nB15_i3,heur_semigreedy2s_v3_r500,0,150,5673,15,15,FEASIBLE,3,31.2471,75000,0.00486479,5
r_n150_p0.5_nA15_nB15_i1,heur_semigreedy2s_v3_r500,0,150,5542,15,15,FEASIBLE,3,30.9498,75000,0.00620575,7
r_n170_p0.75_nA17_nB17_i4,heur_semigreedy2s_v3_r500,0,170,10685,17,17,FEASIBLE,5,64.465,85000,0.037632,37
r_n170_p0.75_nA17_nB34_i3,heur_semigreedy2s_v3_r500,0,170,10775,17,34,FEASIBLE,5,76.5082,85000,0.0252107,18
r_n150_p0.5_nA30_nB30_i4,heur_semigreedy2s_v3_r500,0,150,5637,30,30,FEASIBLE,6,70.3653,75000,0.170132,180
r_n170_p0.75_nA34_nB17_i2,heur_semigreedy2s_v3_r500,0,170,10813,34,17,FEASIBLE,11,49.3747,85000,0.564424,930
r_n130_p0.25_nA26_nB13_i3,heur_semigreedy2s_v3_r500,0,130,2074,26,13,FEASIBLE,3,20.2508,65000,0.011461,26
r_n150_p0.5_nA30_nB15_i3,heur_semigreedy2s_v3_r500,0,150,5675,30,15,FEASIBLE,6,59.243,75000,6.69081,8638
