instance,solver,run,nvertices,nedges,n,m,nvars,ncons,state,time,nodes,nodesLeft,lb,ub,gap,ninfeas,ninfeasPrepro,ninfeasCheck,ninfeasAux,nint,ngcp,gcpTime,nsol,nsolHeur,nsolLR,ntrivial,rootlb,rootub,rootHeurTime,rootFeasTime,rootNCalls,rootNCallsPool,rootNCallsHeur,rootNCallsMwis1,rootNCallsMwis2,rootNCallsExact,rootNCols,rootNColsPool,rootNColsHeur,rootNColsMwis1,rootNColsMwis2,rootNColsExact,rootTime,rootTimePool,rootTimeHeur,rootTimeMwis1,rootTimeMwis2,rootTimeExact,otherNodesHeurTime,otherNodesFeasNCalls,otherNodesFeasTime,otherNodesNCalls,otherNodesNCallsPool,otherNodesNCallsHeur,otherNodesNCallsMwis1,otherNodesNCallsMwis2,otherNodesNCallsExact,otherNodesNCols,otherNodesNColsPool,otherNodesNColsHeur,otherNodesNColsMwis1,otherNodesNColsMwis2,otherNodesNColsExact,otherNodesTime,otherNodesTimePool,otherNodesTimeHeur,otherNodesTimeMwis1,otherNodesTimeMwis2,otherNodesTimeExact
r_n130_p0.25_nA26_nB26_i2,byp_a0.4,0,130,2100,26,26,-1,-1,FEASIBLE,815.083,1,1,1.78777,3.0,0.404076,0.0,0,0,0,0,0,0.0,1,1,0,0,1.78777,3.0,23.8007,0.0,400,0,250,0,0,150,249,0,100,0,0,149,791.176,0.0,0.0398979,0.0,0.0,791.136,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA15_nB15_i4,byp_a0.4,0,150,5682,15,15,-1,-1,FEASIBLE,452.701,1,1,1.72692,3.0,0.42436,0.0,0,0,0,0,0,0.0,1,1,0,0,1.72692,3.0,30.2804,0.0,164,0,106,0,0,58,105,0,48,0,0,57,422.384,0.0,0.0292735,0.0,0.0,422.355,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n130_p0.25_nA26_nB13_i2,byp_a0.4,0,130,2097,26,13,-1,-1,FEASIBLE,900.0,1,0,-1.79769e+308,3.0,1.79769e+306,0.0,0,0,0,0,0,0.0,1,1,0,0,1.82178,3.0,20.7539,0.0,498,0,307,0,0,191,307,0,116,0,0,191,889.399,0.0,0.0445941,0.0,0.0,889.354,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA30_nB15_i1,byp_a0.4,0,150,5541,30,15,-1,-1,FEASIBLE,800.51,1,1,4.27373,7.0,0.389467,0.0,0,0,0,0,0,0.0,1,1,0,0,4.27373,7.0,47.3086,0.0,567,0,347,0,0,220,346,0,127,0,0,219,753.034,0.0,0.0872532,0.0,0.0,752.946,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n170_p0.75_nA17_nB34_i3,byp_a0.4,0,170,10775,17,34,-1,-1,FEASIBLE,251.362,1,1,3.1,5.0,0.38,0.0,0,0,0,0,0,0.0,1,1,0,0,3.1,5.0,69.9683,0.0,114,0,76,0,0,38,75,0,38,0,0,37,181.358,0.0,0.0329493,0.0,0.0,181.325,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n170_p0.75_nA17_nB17_i0,byp_a0.4,0,170,10814,17,17,-1,-1,FEASIBLE,427.269,1,1,3.13766,5.0,0.372468,0.0,0,0,0,0,0,0.0,1,1,0,0,3.13766,5.0,59.8539,0.0,175,0,112,0,0,63,111,0,49,0,0,62,367.366,0.0,0.0566305,0.0,0.0,367.31,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n130_p0.25_nA26_nB13_i4,byp_a0.4,0,130,2115,26,13,-1,-1,FEASIBLE,900.0,1,0,-1.79769e+308,3.0,1.79769e+306,0.0,0,0,0,0,0,0.0,1,1,0,0,1.83344,3.0,21.1275,0.0,497,0,310,0,0,187,310,0,123,0,0,187,892.429,0.0,0.0480814,0.0,0.0,892.381,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA30_nB15_i4,byp_a0.4,0,150,5636,30,15,-1,-1,FEASIBLE,900.0,1,0,-1.79769e+308,6.0,1.79769e+306,0.0,0,0,0,0,0,0.0,1,1,0,0,4.01441,6.0,54.3321,0.0,492,0,336,0,0,156,336,0,180,0,0,156,852.095,0.0,0.08436,0.0,0.0,852.011,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA15_nB30_i3,byp_a0.4,0,150,5618,15,30,-1,-1,OPTIMAL,143.878,1,0,2.0,2.0,0.0,0.0,0,0,0,0,0,0.0,1,1,0,0,1.6478,2.0,32.9284,0.0,119,0,84,0,0,35,83,0,49,0,0,34,110.92,0.0,0.0196712,0.0,0.0,110.9,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n170_p0.75_nA17_nB17_i2,byp_a0.4,0,170,10804,17,17,-1,-1,FEASIBLE,249.948,1,1,3.01137,5.0,0.397726,0.0,0,0,0,0,0,0.0,1,1,0,0,3.01137,5.0,59.9669,0.0,142,0,99,0,0,43,98,0,56,0,0,42,189.938,0.0,0.0381192,0.0,0.0,189.9,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n170_p0.75_nA17_nB34_i1,byp_a0.4,0,170,10781,17,34,-1,-1,FEASIBLE,354.896,1,1,3.06,5.0,0.388,0.0,0,0,0,0,0,0.0,1,1,0,0,3.06,5.0,72.3278,0.0,149,0,98,0,0,51,97,0,47,0,0,50,282.526,0.0,0.0394968,0.0,0.0,282.486,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA15_nB15_i1,byp_a0.4,0,150,5542,15,15,-1,-1,FEASIBLE,390.808,1,1,1.68654,3.0,0.43782,0.0,0,0,0,0,0,0.0,1,1,0,0,1.68654,3.0,29.1825,0.0,170,0,113,0,0,57,112,0,56,0,0,56,361.587,0.0,0.0298436,0.0,0.0,361.557,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA15_nB30_i2,byp_a0.4,0,150,5529,15,30,-1,-1,OPTIMAL,418.413,1,0,2.0,2.0,0.0,0.0,0,0,0,0,0,0.0,1,1,0,0,1.66667,2.0,32.4713,0.0,136,0,92,0,0,44,91,0,48,0,0,43,385.909,0.0,0.0236634,0.0,0.0,385.886,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n170_p0.75_nA17_nB17_i4,byp_a0.4,0,170,10685,17,17,-1,-1,FEASIBLE,376.702,1,1,2.99756,5.0,0.400488,0.0,0,0,0,0,0,0.0,1,1,0,0,2.99756,5.0,59.9604,0.0,166,0,115,0,0,51,114,0,64,0,0,50,316.693,0.0,0.0449812,0.0,0.0,316.648,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA30_nB30_i4,byp_a0.4,0,150,5637,30,30,-1,-1,FEASIBLE,900.0,1,0,-1.79769e+308,6.0,1.79769e+306,0.0,0,0,0,0,0,0.0,1,1,0,0,3.55997,6.0,65.7711,0.0,380,0,257,0,0,123,257,0,134,0,0,123,834.595,0.0,0.0709419,0.0,0.0,834.524,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n170_p0.75_nA34_nB34_i2,byp_a0.4,0,170,10798,34,34,-1,-1,FEASIBLE,900.0,1,0,-1.79769e+308,9.0,1.79769e+306,0.0,0,0,0,0,0,0.0,1,1,0,0,6.78922,9.0,133.921,0.0,346,0,235,0,0,111,235,0,124,0,0,111,780.485,0.0,0.094434,0.0,0.0,780.39,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA15_nB30_i1,byp_a0.4,0,150,5541,15,30,-1,-1,OPTIMAL,274.698,1,0,2.0,2.0,0.0,0.0,0,0,0,0,0,0.0,1,1,0,0,1.69245,2.0,33.8933,0.0,139,0,95,0,0,44,94,0,51,0,0,43,240.772,0.0,0.0226195,0.0,0.0,240.749,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n130_p0.25_nA26_nB26_i4,byp_a0.4,0,130,2121,26,26,-1,-1,FEASIBLE,474.395,1,1,1.81311,3.0,0.395629,0.0,0,0,0,0,0,0.0,1,1,0,0,1.81311,3.0,22.9992,0.0,399,0,264,0,0,135,263,0,129,0,0,134,451.29,0.0,0.037865,0.0,0.0,451.252,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n170_p0.75_nA34_nB17_i4,byp_a0.4,0,170,10756,34,17,-1,-1,FEASIBLE,519.391,1,1,9.20513,12.0,0.232906,0.0,0,0,0,0,0,0.0,1,1,0,0,9.20513,12.0,48.7773,0.0,448,0,288,0,0,160,287,0,128,0,0,159,470.492,0.0,0.108411,0.0,0.0,470.383,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA30_nB30_i2,byp_a0.4,0,150,5522,30,30,-1,-1,FEASIBLE,900.0,1,0,-1.79769e+308,6.0,1.79769e+306,0.0,0,0,0,0,0,0.0,1,1,0,0,3.43338,6.0,67.0883,0.0,316,0,221,0,0,95,221,0,126,0,0,95,837.256,0.0,0.0562535,0.0,0.0,837.2,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n130_p0.25_nA26_nB26_i3,byp_a0.4,0,130,2070,26,26,-1,-1,FEASIBLE,762.987,1,1,1.70437,3.0,0.431875,0.0,0,0,0,0,0,0.0,1,1,0,0,1.70437,3.0,23.2073,0.0,382,0,234,0,0,148,233,0,86,0,0,147,739.683,0.0,0.0368918,0.0,0.0,739.646,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n170_p0.75_nA34_nB34_i1,byp_a0.4,0,170,10786,34,34,-1,-1,FEASIBLE,900.0,1,0,-1.79769e+308,10.0,1.79769e+306,0.0,0,0,0,0,0,0.0,1,1,0,0,6.60308,10.0,136.8,0.0,361,0,255,0,0,106,255,0,149,0,0,106,783.174,0.0,0.0999037,0.0,0.0,783.074,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA15_nB15_i0,byp_a0.4,0,150,5548,15,15,-1,-1,FEASIBLE,429.212,1,1,1.64516,3.0,0.451613,0.0,0,0,0,0,0,0.0,1,1,0,0,1.64516,3.0,29.0281,0.0,139,0,89,0,0,50,88,0,39,0,0,49,400.152,0.0,0.0270038,0.0,0.0,400.125,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n170_p0.75_nA17_nB34_i0,byp_a0.4,0,170,10814,17,34,-1,-1,FEASIBLE,900.0,1,0,-1.79769e+308,5.0,1.79769e+306,0.0,0,0,0,0,0,0.0,1,1,0,0,3.02332,5.0,71.8045,0.0,248,0,151,0,0,97,151,0,54,0,0,97,838.654,0.0,0.0758453,0.0,0.0,838.578,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n170_p0.75_nA17_nB17_i1,byp_a0.4,0,170,10787,17,17,-1,-1,FEASIBLE,333.378,1,1,3.07208,5.0,0.385584,0.0,0,0,0,0,0,0.0,1,1,0,0,3.07208,5.0,65.279,0.0,162,0,113,0,0,49,112,0,64,0,0,48,268.051,0.0,0.0484521,0.0,0.0,268.003,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA30_nB30_i1,byp_a0.4,0,150,5562,30,30,-1,-1,FEASIBLE,900.0,1,0,-1.79769e+308,6.0,1.79769e+306,0.0,0,0,0,0,0,0.0,1,1,0,0,3.69981,6.0,67.9491,0.0,411,0,263,0,0,148,263,0,115,0,0,148,844.084,0.0,0.0711847,0.0,0.0,844.013,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA30_nB30_i3,byp_a0.4,0,150,5675,30,30,-1,-1,FEASIBLE,900.0,1,0,-1.79769e+308,6.0,1.79769e+306,0.0,0,0,0,0,0,0.0,1,1,0,0,3.57302,6.0,67.5332,0.0,363,0,245,0,0,118,245,0,127,0,0,118,835.704,0.0,0.0671719,0.0,0.0,835.637,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA30_nB15_i0,byp_a0.4,0,150,5548,30,15,-1,-1,FEASIBLE,900.0,1,0,-1.79769e+308,6.0,1.79769e+306,0.0,0,0,0,0,0,0.0,1,1,0,0,3.85811,6.0,55.1597,0.0,514,0,322,0,0,192,322,0,130,0,0,192,845.711,0.0,0.0915328,0.0,0.0,845.619,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n130_p0.25_nA26_nB13_i0,byp_a0.4,0,130,2038,26,13,-1,-1,FEASIBLE,900.0,1,0,-1.79769e+308,3.0,1.79769e+306,0.0,0,0,0,0,0,0.0,1,1,0,0,1.76304,3.0,21.3393,0.0,524,0,314,0,0,210,314,0,104,0,0,210,881.92,0.0,0.0488424,0.0,0.0,881.871,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA30_nB15_i2,byp_a0.4,0,150,5525,30,15,-1,-1,FEASIBLE,900.0,1,0,-1.79769e+308,6.0,1.79769e+306,0.0,0,0,0,0,0,0.0,1,1,0,0,3.83631,6.0,53.6492,0.0,555,0,355,0,0,200,355,0,155,0,0,200,862.165,0.0,0.108049,0.0,0.0,862.057,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n170_p0.75_nA34_nB34_i3,byp_a0.4,0,170,10760,34,34,-1,-1,FEASIBLE,900.0,1,0,-1.79769e+308,10.0,1.79769e+306,0.0,0,0,0,0,0,0.0,1,1,0,0,6.47505,10.0,136.181,0.0,358,0,248,0,0,110,248,0,138,0,0,110,774.008,0.0,0.0984449,0.0,0.0,773.909,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n130_p0.25_nA26_nB26_i1,byp_a0.4,0,130,2071,26,26,-1,-1,FEASIBLE,900.0,1,0,-1.79769e+308,3.0,1.79769e+306,0.0,0,0,0,0,0,0.0,1,1,0,0,1.74294,3.0,22.7145,0.0,366,0,232,0,0,134,232,0,98,0,0,134,890.247,0.0,0.0367655,0.0,0.0,890.21,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n170_p0.75_nA34_nB17_i1,byp_a0.4,0,170,10786,34,17,-1,-1,FEASIBLE,900.0,1,0,-1.79769e+308,12.0,1.79769e+306,0.0,0,0,0,0,0,0.0,1,1,0,0,9.60281,12.0,51.7664,0.0,478,0,301,0,0,177,301,0,124,0,0,177,853.943,0.0,0.131841,0.0,0.0,853.811,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n170_p0.75_nA17_nB34_i2,byp_a0.4,0,170,10800,17,34,-1,-1,FEASIBLE,312.919,1,1,3.05466,5.0,0.389069,0.0,0,0,0,0,0,0.0,1,1,0,0,3.05466,5.0,74.1466,0.0,121,0,80,0,0,41,79,0,39,0,0,40,238.734,0.0,0.0352484,0.0,0.0,238.699,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA15_nB15_i3,byp_a0.4,0,150,5673,15,15,-1,-1,FEASIBLE,457.839,1,1,1.69616,3.0,0.434612,0.0,0,0,0,0,0,0.0,1,1,0,0,1.69616,3.0,29.7291,0.0,177,0,113,0,0,64,112,0,49,0,0,63,428.07,0.0,0.0309279,0.0,0.0,428.039,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n170_p0.75_nA34_nB34_i0,byp_a0.4,0,170,10814,34,34,-1,-1,FEASIBLE,900.0,1,0,-1.79769e+308,10.0,1.79769e+306,0.0,0,0,0,0,0,0.0,1,1,0,0,6.61067,10.0,137.377,0.0,324,0,230,0,0,94,230,0,136,0,0,94,776.065,0.0,0.102352,0.0,0.0,775.962,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n170_p0.75_nA34_nB17_i3,byp_a0.4,0,170,10775,34,17,-1,-1,FEASIBLE,634.646,1,1,8.65912,11.0,0.212807,0.0,0,0,0,0,0,0.0,1,1,0,0,8.65912,11.0,62.5226,0.0,385,0,256,0,0,129,255,0,127,0,0,128,572.007,0.0,0.104575,0.0,0.0,571.903,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n170_p0.75_nA17_nB17_i3,byp_a0.4,0,170,10751,17,17,-1,-1,FEASIBLE,486.446,1,1,3.15887,5.0,0.368226,0.0,0,0,0,0,0,0.0,1,1,0,0,3.15887,5.0,59.5128,0.0,175,0,115,0,0,60,114,0,55,0,0,59,426.885,0.0,0.0458506,0.0,0.0,426.839,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA15_nB30_i0,byp_a0.4,0,150,5548,15,30,-1,-1,OPTIMAL,372.354,1,0,2.0,2.0,0.0,0.0,0,0,0,0,0,0.0,1,1,0,0,1.64356,2.0,31.6361,0.0,138,0,88,0,0,50,87,0,38,0,0,49,340.687,0.0,0.0236069,0.0,0.0,340.663,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA15_nB15_i2,byp_a0.4,0,150,5568,15,15,-1,-1,FEASIBLE,900.0,1,0,-1.79769e+308,2.0,1.79769e+306,0.0,0,0,0,0,0,0.0,1,1,0,0,1.70119,2.0,28.6839,0.0,190,0,122,0,0,68,122,0,54,0,0,68,899.742,0.0,0.0321099,0.0,0.0,899.71,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n150_p0.5_nA30_nB15_i3,byp_a0.4,0,150,5675,30,15,-1,-1,FEASIBLE,900.0,1,0,-1.79769e+308,6.0,1.79769e+306,0.0,0,0,0,0,0,0.0,1,1,0,0,4.09343,6.0,56.0936,0.0,452,0,287,0,0,165,287,0,122,0,0,165,861.088,0.0,0.0752235,0.0,0.0,861.013,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
r_n170_p0.75_nA34_nB34_i4,byp_a0.4,0,170,10757,34,34,-1,-1,FEASIBLE,900.0,1,0,-1.79769e+308,10.0,1.79769e+306,0.0,0,0,0,0,0,0.0,1,1,0,0,6.50433,10.0,137.691,0.0,358,0,257,0,0,101,257,0,156,0,0,101,776.887,0.0,0.0997546,0.0,0.0,776.787,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
