instance,solver,run,nvertices,nedges,n,m,state,value,totalTime,totalIters,bestTime,bestIter
r_n150_p0.5_nA30_nB15_i1,heur_semigreedy2s_v2_a0.35,0,150,5541,30,15,FEASIBLE,7,11.9762,15000,0.253782,317
r_n130_p0.25_nA26_nB13_i1,heur_semigreedy2s_v2_a0.35,0,130,2181,26,13,FEASIBLE,3,5.24051,13000,1.95815,4919
r_n170_p0.75_nA17_nB34_i1,heur_semigreedy2s_v2_a0.3,0,170,10781,17,34,FEASIBLE,4,23.9785,17000,1.18614,854
r_n170_p0.75_nA17_nB17_i1,heur_semigreedy2s_v2_a0.3,0,170,10787,17,17,FEASIBLE,5,17.7258,17000,0.0763488,65
r_n130_p0.25_nA26_nB26_i1,heur_semigreedy2s_v2_a0.3,0,130,2071,26,26,FEASIBLE,3,6.03049,13000,0.00481214,6
r_n150_p0.5_nA15_nB30_i2,heur_semigreedy2s_v2_a0.3,0,150,5529,15,30,FEASIBLE,3,12.3522,15000,0.0166417,14
r_n150_p0.5_nA15_nB15_i4,heur_semigreedy2s_v2_a0.3,0,150,5682,15,15,FEASIBLE,3,10.13,15000,0.0468188,56
r_n170_p0.75_nA17_nB17_i0,heur_semigreedy2s_v2_a0.3,0,170,10814,17,17,FEASIBLE,5,18.0924,17000,0.0516818,40
r_n170_p0.75_nA34_nB34_i2,heur_semigreedy2s_v2_a0.3,0,170,10798,34,34,FEASIBLE,10,30.4287,17000,0.013483,5
r_n150_p0.5_nA30_nB15_i0,heur_semigreedy2s_v2_a0.3,0,150,5548,30,15,FEASIBLE,6,12.398,15000,4.73914,5829
r_n170_p0.75_nA34_nB34_i3,heur_semigreedy2s_v2_a0.3,0,170,10760,34,34,FEASIBLE,10,31.8736,17000,0.00989986,3
r_n170_p0.75_nA17_nB17_i3,heur_semigreedy2s_v2_a0.3,0,170,10751,17,17,FEASIBLE,5,17.9016,17000,0.0590466,48
r_n130_p0.25_nA26_nB13_i2,heur_semigreedy2s_v2_a0.3,0,130,2097,26,13,FEASIBLE,4,5.16495,13000,0.00330721,7
r_n150_p0.5_nA15_nB15_i0,heur_semigreedy2s_v2_a0.3,0,150,5548,15,15,FEASIBLE,3,10.5704,15000,0.00456504,4
r_n150_p0.5_nA15_nB30_i0,heur_semigreedy2s_v2_a0.3,0,150,5548,15,30,FEASIBLE,3,12.7645,15000,0.0192039,19
r_n150_p0.5_nA30_nB15_i4,heur_semigreedy2s_v2_a0.3,0,150,5636,30,15,FEASIBLE,6,11.9103,15000,4.63807,5940
r_n170_p0.75_nA34_nB34_i4,heur_semigreedy2s_v2_a0.3,0,170,10757,34,34,FEASIBLE,9,33.0338,17000,11.101,5741
r_n170_p0.75_nA34_nB17_i0,heur_semigreedy2s_v2_a0.3,0,170,10814,34,17,FEASIBLE,12,11.3202,17000,0.0509244,70
r_n150_p0.5_nA15_nB30_i4,heur_semigreedy2s_v2_a0.3,0,150,5679,15,30,FEASIBLE,3,12.7174,15000,0.0541682,53
r_n170_p0.75_nA17_nB34_i0,heur_semigreedy2s_v2_a0.3,0,170,10814,17,34,FEASIBLE,4,23.8273,17000,15.8209,11462
r_n170_p0.75_nA34_nB34_i1,heur_semigreedy2s_v2_a0.3,0,170,10786,34,34,FEASIBLE,10,31.6957,17000,0.0909004,45
r_n150_p0.5_nA15_nB15_i2,heur_semigreedy2s_v2_a0.3,0,150,5568,15,15,FEASIBLE,3,9.95597,15000,0.0351435,39
r_n170_p0.75_nA17_nB34_i4,heur_semigreedy2s_v2_a0.3,0,170,10756,17,34,FEASIBLE,5,23.2017,17000,0.147433,104
r_n170_p0.75_nA34_nB34_i0,heur_semigreedy2s_v2_a0.3,0,170,10814,34,34,FEASIBLE,10,32.8226,17000,0.380389,203
r_n170_p0.75_nA17_nB17_i2,heur_semigreedy2s_v2_a0.3,0,170,10804,17,17,FEASIBLE,5,17.7128,17000,0.035148,25
r_n150_p0.5_nA15_nB30_i1,heur_semigreedy2s_v2_a0.3,0,150,5541,15,30,FEASIBLE,3,12.8257,15000,0.168475,193
r_n150_p0.5_nA30_nB30_i2,heur_semigreedy2s_v2_a0.3,0,150,5522,30,30,FEASIBLE,5,17.2046,15000,4.02309,3528
r_n150_p0.5_nA30_nB15_i2,heur_semigreedy2s_v2_a0.3,0,150,5525,30,15,FEASIBLE,6,12.2473,15000,0.650006,821
r_n170_p0.75_nA34_nB17_i3,heur_semigreedy2s_v2_a0.3,0,170,10775,34,17,FEASIBLE,11,13.5613,17000,0.0334511,32
r_n130_p0.25_nA26_nB26_i0,heur_semigreedy2s_v2_a0.3,0,130,2038,26,26,FEASIBLE,3,6.00269,13000,0.00331372,4
r_n130_p0.25_nA26_nB26_i3,heur_semigreedy2s_v2_a0.3,0,130,2070,26,26,FEASIBLE,3,6.56127,13000,0.107888,214
r_n170_p0.75_nA34_nB17_i4,heur_semigreedy2s_v2_a0.3,0,170,10756,34,17,FEASIBLE,12,10.4368,17000,0.318914,507
r_n150_p0.5_nA15_nB15_i3,heur_semigreedy2s_v2_a0.3,0,150,5673,15,15,FEASIBLE,3,9.74367,15000,0.0794593,113
r_n150_p0.5_nA15_nB15_i1,heur_semigreedy2s_v2_a0.3,0,150,5542,15,15,FEASIBLE,3,9.64519,15000,0.0127035,13
r_n170_p0.75_nA17_nB17_i4,heur_semigreedy2s_v2_a0.3,0,170,10685,17,17,FEASIBLE,5,17.3962,17000,0.0213203,13
r_n170_p0.75_nA17_nB34_i3,heur_semigreedy2s_v2_a0.3,0,170,10775,17,34,FEASIBLE,5,24.3808,17000,0.106534,70
r_n150_p0.5_nA30_nB30_i4,heur_semigreedy2s_v2_a0.3,0,150,5637,30,30,FEASIBLE,6,16.8994,15000,0.0202868,13
r_n170_p0.75_nA34_nB17_i2,heur_semigreedy2s_v2_a0.3,0,170,10813,34,17,FEASIBLE,12,11.9229,17000,0.0237684,24
r_n130_p0.25_nA26_nB13_i3,heur_semigreedy2s_v2_a0.3,0,130,2074,26,13,FEASIBLE,3,5.20716,13000,0.0365657,74
r_n150_p0.5_nA30_nB15_i3,heur_semigreedy2s_v2_a0.3,0,150,5675,30,15,FEASIBLE,6,12.8744,15000,2.51573,3016
r_n150_p0.5_nA30_nB30_i3,heur_semigreedy2s_v2_a0.3,0,150,5675,30,30,FEASIBLE,6,15.9821,15000,0.0325115,22
r_n170_p0.75_nA17_nB34_i2,heur_semigreedy2s_v2_a0.3,0,170,10800,17,34,FEASIBLE,5,22.8966,17000,0.00299288,0
r_n130_p0.25_nA26_nB26_i4,heur_semigreedy2s_v2_a0.3,0,130,2121,26,26,FEASIBLE,3,6.24773,13000,0.127329,262
r_n150_p0.5_nA15_nB30_i3,heur_semigreedy2s_v2_a0.3,0,150,5618,15,30,FEASIBLE,3,13.0639,15000,0.00437564,2
r_n130_p0.25_nA26_nB13_i0,heur_semigreedy2s_v2_a0.3,0,130,2038,26,13,FEASIBLE,3,5.17428,13000,0.872022,2212
r_n150_p0.5_nA30_nB30_i1,heur_semigreedy2s_v2_a0.3,0,150,5562,30,30,FEASIBLE,6,16.8743,15000,0.0396726,29
r_n130_p0.25_nA26_nB13_i4,heur_semigreedy2s_v2_a0.3,0,130,2115,26,13,FEASIBLE,4,5.34721,13000,0.0332825,63
r_n130_p0.25_nA26_nB26_i2,heur_semigreedy2s_v2_a0.3,0,130,2100,26,26,FEASIBLE,3,6.40576,13000,0.00357026,4
r_n170_p0.75_nA34_nB17_i1,heur_semigreedy2s_v2_a0.3,0,170,10786,34,17,FEASIBLE,12,10.8528,17000,1.70688,2661
r_n150_p0.5_nA30_nB30_i0,heur_semigreedy2s_v2_a0.3,0,150,5548,30,30,FEASIBLE,6,17.3105,15000,0.0245926,14
r_n150_p0.5_nA30_nB15_i1,heur_semigreedy2s_v2_a0.3,0,150,5541,30,15,FEASIBLE,7,11.9619,15000,0.0165883,18
r_n130_p0.25_nA26_nB13_i1,heur_semigreedy2s_v2_a0.3,0,130,2181,26,13,FEASIBLE,3,5.23416,13000,0.45644,1150
r_n170_p0.75_nA17_nB34_i1,heur_semigreedy2s_v2_a0.15,0,170,10781,17,34,FEASIBLE,4,23.4649,17000,11.1525,8276
r_n170_p0.75_nA17_nB17_i1,heur_semigreedy2s_v2_a0.15,0,170,10787,17,17,FEASIBLE,5,17.6861,17000,0.264544,257
r_n130_p0.25_nA26_nB26_i1,heur_semigreedy2s_v2_a0.15,0,130,2071,26,26,FEASIBLE,3,5.98878,13000,0.00382372,4
r_n150_p0.5_nA15_nB30_i2,heur_semigreedy2s_v2_a0.15,0,150,5529,15,30,FEASIBLE,3,12.2686,15000,0.00634419,4
r_n150_p0.5_nA15_nB15_i4,heur_semigreedy2s_v2_a0.15,0,150,5682,15,15,FEASIBLE,3,10.0945,15000,0.00174804,1
r_n170_p0.75_nA17_nB17_i0,heur_semigreedy2s_v2_a0.15,0,170,10814,17,17,FEASIBLE,5,18.0539,17000,0.0515089,40
r_n170_p0.75_nA34_nB34_i2,heur_semigreedy2s_v2_a0.15,0,170,10798,34,34,FEASIBLE,10,30.3953,17000,0.281816,159
r_n150_p0.5_nA30_nB15_i0,heur_semigreedy2s_v2_a0.15,0,150,5548,30,15,FEASIBLE,6,12.2998,15000,4.32909,5380
r_n170_p0.75_nA34_nB34_i3,heur_semigreedy2s_v2_a0.15,0,170,10760,34,34,FEASIBLE,9,31.4208,17000,27.2884,14782
r_n170_p0.75_nA17_nB17_i3,heur_semigreedy2s_v2_a0.15,0,170,10751,17,17,FEASIBLE,5,17.7929,17000,0.0429213,30
r_n130_p0.25_nA26_nB13_i2,heur_semigreedy2s_v2_a0.15,0,130,2097,26,13,FEASIBLE,3,5.18534,13000,1.09929,2811
r_n150_p0.5_nA15_nB15_i0,heur_semigreedy2s_v2_a0.15,0,150,5548,15,15,FEASIBLE,3,10.4644,15000,0.0138183,16
r_n150_p0.5_nA15_nB30_i0,heur_semigreedy2s_v2_a0.15,0,150,5548,15,30,FEASIBLE,3,12.6009,15000,0.00206379,1
r_n150_p0.5_nA30_nB15_i4,heur_semigreedy2s_v2_a0.15,0,150,5636,30,15,FEASIBLE,6,12.0662,15000,3.46276,4431
r_n170_p0.75_nA34_nB34_i4,heur_semigreedy2s_v2_a0.15,0,170,10757,34,34,FEASIBLE,9,33.197,17000,0.0240977,9
r_n170_p0.75_nA34_nB17_i0,heur_semigreedy2s_v2_a0.15,0,170,10814,34,17,FEASIBLE,12,11.2738,17000,0.0512841,70
r_n150_p0.5_nA15_nB30_i4,heur_semigreedy2s_v2_a0.15,0,150,5679,15,30,FEASIBLE,3,12.6711,15000,0.0387902,38
r_n170_p0.75_nA17_nB34_i0,heur_semigreedy2s_v2_a0.15,0,170,10814,17,34,FEASIBLE,4,23.968,17000,12.9485,9377
r_n170_p0.75_nA34_nB34_i1,heur_semigreedy2s_v2_a0.15,0,170,10786,34,34,FEASIBLE,9,31.6848,17000,21.447,11494
r_n150_p0.5_nA15_nB15_i2,heur_semigreedy2s_v2_a0.15,0,150,5568,15,15,FEASIBLE,3,9.9938,15000,0.00510765,4
r_n170_p0.75_nA17_nB34_i4,heur_semigreedy2s_v2_a0.15,0,170,10756,17,34,FEASIBLE,5,23.215,17000,0.0296374,15
r_n170_p0.75_nA34_nB34_i0,heur_semigreedy2s_v2_a0.15,0,170,10814,34,34,FEASIBLE,10,32.8912,17000,0.274704,143
r_n170_p0.75_nA17_nB17_i2,heur_semigreedy2s_v2_a0.15,0,170,10804,17,17,FEASIBLE,5,17.7147,17000,0.124061,114
r_n150_p0.5_nA15_nB30_i1,heur_semigreedy2s_v2_a0.15,0,150,5541,15,30,FEASIBLE,3,12.8037,15000,0.208724,243
r_n150_p0.5_nA30_nB30_i2,heur_semigreedy2s_v2_a0.15,0,150,5522,30,30,FEASIBLE,5,17.3818,15000,11.1639,9689
r_n150_p0.5_nA30_nB15_i2,heur_semigreedy2s_v2_a0.15,0,150,5525,30,15,FEASIBLE,6,12.2119,15000,5.93019,7368
r_n170_p0.75_nA34_nB17_i3,heur_semigreedy2s_v2_a0.15,0,170,10775,34,17,FEASIBLE,11,13.537,17000,0.0316358,32
r_n130_p0.25_nA26_nB26_i0,heur_semigreedy2s_v2_a0.15,0,130,2038,26,26,FEASIBLE,3,5.9314,13000,0.0141876,25
r_n130_p0.25_nA26_nB26_i3,heur_semigreedy2s_v2_a0.15,0,130,2070,26,26,FEASIBLE,3,6.52955,13000,0.00689757,9
r_n170_p0.75_nA34_nB17_i4,heur_semigreedy2s_v2_a0.15,0,170,10756,34,17,FEASIBLE,12,10.4731,17000,0.319024,507
r_n150_p0.5_nA15_nB15_i3,heur_semigreedy2s_v2_a0.15,0,150,5673,15,15,FEASIBLE,3,9.78405,15000,0.00313076,1
r_n150_p0.5_nA15_nB15_i1,heur_semigreedy2s_v2_a0.15,0,150,5542,15,15,FEASIBLE,3,9.5241,15000,0.0344768,40
r_n170_p0.75_nA17_nB17_i4,heur_semigreedy2s_v2_a0.15,0,170,10685,17,17,FEASIBLE,5,17.316,17000,0.0207691,13
r_n170_p0.75_nA17_nB34_i3,heur_semigreedy2s_v2_a0.15,0,170,10775,17,34,FEASIBLE,5,24.0633,17000,0.0835642,53
r_n150_p0.5_nA30_nB30_i4,heur_semigreedy2s_v2_a0.15,0,150,5637,30,30,FEASIBLE,6,16.9493,15000,0.174476,155
r_n170_p0.75_nA34_nB17_i2,heur_semigreedy2s_v2_a0.15,0,170,10813,34,17,FEASIBLE,12,11.8974,17000,0.0237743,24
r_n130_p0.25_nA26_nB13_i3,heur_semigreedy2s_v2_a0.15,0,130,2074,26,13,FEASIBLE,3,5.15844,13000,0.274719,696
r_n150_p0.5_nA30_nB15_i3,heur_semigreedy2s_v2_a0.15,0,150,5675,30,15,FEASIBLE,6,12.8202,15000,4.28317,5108
r_n150_p0.5_nA30_nB30_i3,heur_semigreedy2s_v2_a0.15,0,150,5675,30,30,FEASIBLE,6,15.97,15000,0.00189093,0
r_n170_p0.75_nA17_nB34_i2,heur_semigreedy2s_v2_a0.15,0,170,10800,17,34,FEASIBLE,5,22.9611,17000,0.0858564,57
r_n130_p0.25_nA26_nB26_i4,heur_semigreedy2s_v2_a0.15,0,130,2121,26,26,FEASIBLE,3,6.19124,13000,0.0352168,60
r_n150_p0.5_nA15_nB30_i3,heur_semigreedy2s_v2_a0.15,0,150,5618,15,30,FEASIBLE,2,12.8457,15000,6.91294,8204
r_n130_p0.25_nA26_nB13_i0,heur_semigreedy2s_v2_a0.15,0,130,2038,26,13,FEASIBLE,3,5.44926,13000,0.155758,369
r_n150_p0.5_nA30_nB30_i1,heur_semigreedy2s_v2_a0.15,0,150,5562,30,30,FEASIBLE,6,16.9218,15000,0.0585027,47
r_n130_p0.25_nA26_nB13_i4,heur_semigreedy2s_v2_a0.15,0,130,2115,26,13,FEASIBLE,4,5.29946,13000,0.00593993,9
r_n130_p0.25_nA26_nB26_i2,heur_semigreedy2s_v2_a0.15,0,130,2100,26,26,FEASIBLE,3,6.33073,13000,0.0131806,25
r_n170_p0.75_nA34_nB17_i1,heur_semigreedy2s_v2_a0.15,0,170,10786,34,17,FEASIBLE,12,10.8539,17000,1.70968,2661
r_n150_p0.5_nA30_nB30_i0,heur_semigreedy2s_v2_a0.15,0,150,5548,30,30,FEASIBLE,6,17.2997,15000,0.0247262,14
r_n150_p0.5_nA30_nB15_i1,heur_semigreedy2s_v2_a0.15,0,150,5541,30,15,FEASIBLE,7,11.8807,15000,0.0937815,113
r_n130_p0.25_nA26_nB13_i1,heur_semigreedy2s_v2_a0.15,0,130,2181,26,13,FEASIBLE,3,5.20325,13000,0.168288,413
r_n170_p0.75_nA17_nB34_i1,heur_semigreedy2s_v2_a0.25,0,170,10781,17,34,FEASIBLE,5,24.0316,17000,0.0246299,10
r_n170_p0.75_nA17_nB17_i1,heur_semigreedy2s_v2_a0.25,0,170,10787,17,17,FEASIBLE,5,17.551,17000,0.0740729,65
r_n130_p0.25_nA26_nB26_i1,heur_semigreedy2s_v2_a0.25,0,130,2071,26,26,FEASIBLE,3,6.00195,13000,0.00484239,6
r_n150_p0.5_nA15_nB30_i2,heur_semigreedy2s_v2_a0.25,0,150,5529,15,30,FEASIBLE,3,12.2631,15000,0.0186993,15
r_n150_p0.5_nA15_nB15_i4,heur_semigreedy2s_v2_a0.25,0,150,5682,15,15,FEASIBLE,3,10.1485,15000,0.0116661,11
r_n170_p0.75_nA17_nB17_i0,heur_semigreedy2s_v2_a0.25,0,170,10814,17,17,FEASIBLE,5,18.2029,17000,0.0495034,40
r_n170_p0.75_nA34_nB34_i2,heur_semigreedy2s_v2_a0.25,0,170,10798,34,34,FEASIBLE,10,30.3478,17000,0.016786,5
r_n150_p0.5_nA30_nB15_i0,heur_semigreedy2s_v2_a0.25,0,150,5548,30,15,FEASIBLE,6,12.2748,15000,4.6725,5830
r_n170_p0.75_nA34_nB34_i3,heur_semigreedy2s_v2_a0.25,0,170,10760,34,34,FEASIBLE,10,31.7788,17000,0.0108629,3
r_n170_p0.75_nA17_nB17_i3,heur_semigreedy2s_v2_a0.25,0,170,10751,17,17,FEASIBLE,5,17.9668,17000,0.0592333,48
r_n130_p0.25_nA26_nB13_i2,heur_semigreedy2s_v2_a0.25,0,130,2097,26,13,FEASIBLE,4,5.19756,13000,0.00478284,7
r_n150_p0.5_nA15_nB15_i0,heur_semigreedy2s_v2_a0.25,0,150,5548,15,15,FEASIBLE,3,10.5571,15000,0.00639953,4
r_n150_p0.5_nA15_nB30_i0,heur_semigreedy2s_v2_a0.25,0,150,5548,15,30,FEASIBLE,3,12.7958,15000,0.00456972,3
r_n150_p0.5_nA30_nB15_i4,heur_semigreedy2s_v2_a0.25,0,150,5636,30,15,FEASIBLE,6,11.9938,15000,4.64854,5939
r_n170_p0.75_nA34_nB34_i4,heur_semigreedy2s_v2_a0.25,0,170,10757,34,34,FEASIBLE,9,32.9975,17000,1.44777,769
r_n170_p0.75_nA34_nB17_i0,heur_semigreedy2s_v2_a0.25,0,170,10814,34,17,FEASIBLE,12,11.3716,17000,0.0520846,70
r_n150_p0.5_nA15_nB30_i4,heur_semigreedy2s_v2_a0.25,0,150,5679,15,30,FEASIBLE,3,12.745,15000,0.0606098,58
r_n170_p0.75_nA17_nB34_i0,heur_semigreedy2s_v2_a0.25,0,170,10814,17,34,FEASIBLE,4,24.0524,17000,9.85204,7157
r_n170_p0.75_nA34_nB34_i1,heur_semigreedy2s_v2_a0.25,0,170,10786,34,34,FEASIBLE,10,31.6535,17000,0.341343,186
r_n150_p0.5_nA15_nB15_i2,heur_semigreedy2s_v2_a0.25,0,150,5568,15,15,FEASIBLE,3,9.93762,15000,0.0323962,39
r_n170_p0.75_nA17_nB34_i4,heur_semigreedy2s_v2_a0.25,0,170,10756,17,34,FEASIBLE,5,23.2975,17000,0.133959,96
r_n170_p0.75_nA34_nB34_i0,heur_semigreedy2s_v2_a0.25,0,170,10814,34,34,FEASIBLE,10,32.9417,17000,0.680249,360
r_n170_p0.75_nA17_nB17_i2,heur_semigreedy2s_v2_a0.25,0,170,10804,17,17,FEASIBLE,5,17.7414,17000,0.0342691,25
r_n150_p0.5_nA15_nB30_i1,heur_semigreedy2s_v2_a0.25,0,150,5541,15,30,FEASIBLE,3,12.7879,15000,0.0124805,10
r_n150_p0.5_nA30_nB30_i2,heur_semigreedy2s_v2_a0.25,0,150,5522,30,30,FEASIBLE,5,17.1821,15000,7.09376,6214
r_n150_p0.5_nA30_nB15_i2,heur_semigreedy2s_v2_a0.25,0,150,5525,30,15,FEASIBLE,6,12.1996,15000,0.647671,821
r_n170_p0.75_nA34_nB17_i3,heur_semigreedy2s_v2_a0.25,0,170,10775,34,17,FEASIBLE,11,13.5834,17000,0.0312251,32
r_n130_p0.25_nA26_nB26_i0,heur_semigreedy2s_v2_a0.25,0,130,2038,26,26,FEASIBLE,3,5.9513,13000,0.00903319,13
r_n130_p0.25_nA26_nB26_i3,heur_semigreedy2s_v2_a0.25,0,130,2070,26,26,FEASIBLE,3,6.57381,13000,0.190434,380
r_n170_p0.75_nA34_nB17_i4,heur_semigreedy2s_v2_a0.25,0,170,10756,34,17,FEASIBLE,12,10.4883,17000,0.318273,507
r_n150_p0.5_nA15_nB15_i3,heur_semigreedy2s_v2_a0.25,0,150,5673,15,15,FEASIBLE,3,9.71181,15000,0.0818163,113
