instance,solver,run,nvertices,nedges,n,m,state,value,totalTime,totalIters,bestTime,bestIter
r_n150_p0.5_nA15_nB15_i1,heur_semigreedy2s_v2_a0.25,0,150,5542,15,15,FEASIBLE,3,9.56955,15000,0.0129726,13
r_n170_p0.75_nA17_nB17_i4,heur_semigreedy2s_v2_a0.25,0,170,10685,17,17,FEASIBLE,5,17.4969,17000,0.0187763,13
r_n170_p0.75_nA17_nB34_i3,heur_semigreedy2s_v2_a0.25,0,170,10775,17,34,FEASIBLE,5,24.1213,17000,0.0725857,46
r_n150_p0.5_nA30_nB30_i4,heur_semigreedy2s_v2_a0.25,0,150,5637,30,30,FEASIBLE,6,16.9413,15000,0.105098,92
r_n170_p0.75_nA34_nB17_i2,heur_semigreedy2s_v2_a0.25,0,170,10813,34,17,FEASIBLE,12,11.9122,17000,0.0231326,24
r_n130_p0.25_nA26_nB13_i3,heur_semigreedy2s_v2_a0.25,0,130,2074,26,13,FEASIBLE,3,5.18129,13000,0.036517,74
r_n150_p0.5_nA30_nB15_i3,heur_semigreedy2s_v2_a0.25,0,150,5675,30,15,FEASIBLE,6,12.7713,15000,2.5026,3016
r_n150_p0.5_nA30_nB30_i3,heur_semigreedy2s_v2_a0.25,0,150,5675,30,30,FEASIBLE,6,16.021,15000,0.0184971,11
r_n170_p0.75_nA17_nB34_i2,heur_semigreedy2s_v2_a0.25,0,170,10800,17,34,FEASIBLE,5,22.7849,17000,0.00243431,0
r_n130_p0.25_nA26_nB26_i4,heur_semigreedy2s_v2_a0.25,0,130,2121,26,26,FEASIBLE,3,6.25993,13000,0.254047,535
r_n150_p0.5_nA15_nB30_i3,heur_semigreedy2s_v2_a0.25,0,150,5618,15,30,FEASIBLE,3,12.9499,15000,0.00484433,2
r_n130_p0.25_nA26_nB13_i0,heur_semigreedy2s_v2_a0.25,0,130,2038,26,13,FEASIBLE,3,5.32037,13000,1.36508,3448
r_n150_p0.5_nA30_nB30_i1,heur_semigreedy2s_v2_a0.25,0,150,5562,30,30,FEASIBLE,6,16.8224,15000,0.0595185,46
r_n130_p0.25_nA26_nB13_i4,heur_semigreedy2s_v2_a0.25,0,130,2115,26,13,FEASIBLE,4,5.31367,13000,0.0318596,63
r_n130_p0.25_nA26_nB26_i2,heur_semigreedy2s_v2_a0.25,0,130,2100,26,26,FEASIBLE,3,6.42096,13000,0.00216745,2
r_n170_p0.75_nA34_nB17_i1,heur_semigreedy2s_v2_a0.25,0,170,10786,34,17,FEASIBLE,12,10.8461,17000,1.70376,2661
r_n150_p0.5_nA30_nB30_i0,heur_semigreedy2s_v2_a0.25,0,150,5548,30,30,FEASIBLE,6,17.3495,15000,0.136772,115
r_n150_p0.5_nA30_nB15_i1,heur_semigreedy2s_v2_a0.25,0,150,5541,30,15,FEASIBLE,7,11.9672,15000,0.0228654,18
r_n130_p0.25_nA26_nB13_i1,heur_semigreedy2s_v2_a0.25,0,130,2181,26,13,FEASIBLE,3,5.20722,13000,2.58484,6512
r_n170_p0.75_nA17_nB34_i1,heur_semigreedy2s_v2_a0.2,0,170,10781,17,34,FEASIBLE,4,23.8734,17000,3.30508,2427
r_n170_p0.75_nA17_nB17_i1,heur_semigreedy2s_v2_a0.2,0,170,10787,17,17,FEASIBLE,5,17.7708,17000,0.152417,143
r_n130_p0.25_nA26_nB26_i1,heur_semigreedy2s_v2_a0.2,0,130,2071,26,26,FEASIBLE,3,6.00742,13000,0.00432185,8
r_n150_p0.5_nA15_nB30_i2,heur_semigreedy2s_v2_a0.2,0,150,5529,15,30,FEASIBLE,3,12.3251,15000,0.00305376,2
r_n150_p0.5_nA15_nB15_i4,heur_semigreedy2s_v2_a0.2,0,150,5682,15,15,FEASIBLE,3,10.1039,15000,0.00313592,1
r_n170_p0.75_nA17_nB17_i0,heur_semigreedy2s_v2_a0.2,0,170,10814,17,17,FEASIBLE,5,18.0563,17000,0.0491818,39
r_n170_p0.75_nA34_nB34_i2,heur_semigreedy2s_v2_a0.2,0,170,10798,34,34,FEASIBLE,10,30.421,17000,0.37987,217
r_n150_p0.5_nA30_nB15_i0,heur_semigreedy2s_v2_a0.2,0,150,5548,30,15,FEASIBLE,6,12.2321,15000,2.38381,3013
r_n170_p0.75_nA34_nB34_i3,heur_semigreedy2s_v2_a0.2,0,170,10760,34,34,FEASIBLE,9,31.6428,17000,14.1271,7643
r_n170_p0.75_nA17_nB17_i3,heur_semigreedy2s_v2_a0.2,0,170,10751,17,17,FEASIBLE,5,17.8316,17000,0.0401984,30
r_n130_p0.25_nA26_nB13_i2,heur_semigreedy2s_v2_a0.2,0,130,2097,26,13,FEASIBLE,3,5.16737,13000,4.73438,11924
r_n150_p0.5_nA15_nB15_i0,heur_semigreedy2s_v2_a0.2,0,150,5548,15,15,FEASIBLE,3,10.4882,15000,0.0106655,12
r_n150_p0.5_nA15_nB30_i0,heur_semigreedy2s_v2_a0.2,0,150,5548,15,30,FEASIBLE,3,12.5497,15000,0.00574374,3
r_n150_p0.5_nA30_nB15_i4,heur_semigreedy2s_v2_a0.2,0,150,5636,30,15,FEASIBLE,7,12.2075,15000,0.0701337,82
r_n170_p0.75_nA34_nB34_i4,heur_semigreedy2s_v2_a0.2,0,170,10757,34,34,FEASIBLE,9,33.2124,17000,5.62018,2897
r_n170_p0.75_nA34_nB17_i0,heur_semigreedy2s_v2_a0.2,0,170,10814,34,17,FEASIBLE,12,11.3081,17000,0.0512215,70
r_n150_p0.5_nA15_nB30_i4,heur_semigreedy2s_v2_a0.2,0,150,5679,15,30,FEASIBLE,3,12.659,15000,0.00106538,0
r_n170_p0.75_nA17_nB34_i0,heur_semigreedy2s_v2_a0.2,0,170,10814,17,34,FEASIBLE,5,23.77,17000,0.0307436,15
r_n170_p0.75_nA34_nB34_i1,heur_semigreedy2s_v2_a0.2,0,170,10786,34,34,FEASIBLE,10,31.8424,17000,0.0395199,16
r_n150_p0.5_nA15_nB15_i2,heur_semigreedy2s_v2_a0.2,0,150,5568,15,15,FEASIBLE,3,10.0013,15000,0.0213887,21
r_n170_p0.75_nA17_nB34_i4,heur_semigreedy2s_v2_a0.2,0,170,10756,17,34,FEASIBLE,5,23.4055,17000,0.0559258,33
r_n170_p0.75_nA34_nB34_i0,heur_semigreedy2s_v2_a0.2,0,170,10814,34,34,FEASIBLE,10,32.8072,17000,0.0296786,11
r_n170_p0.75_nA17_nB17_i2,heur_semigreedy2s_v2_a0.2,0,170,10804,17,17,FEASIBLE,5,17.6596,17000,0.122665,114
r_n150_p0.5_nA15_nB30_i1,heur_semigreedy2s_v2_a0.2,0,150,5541,15,30,FEASIBLE,3,12.7703,15000,0.0463161,48
r_n150_p0.5_nA30_nB30_i2,heur_semigreedy2s_v2_a0.2,0,150,5522,30,30,FEASIBLE,5,17.3558,15000,3.3664,2947
r_n150_p0.5_nA30_nB15_i2,heur_semigreedy2s_v2_a0.2,0,150,5525,30,15,FEASIBLE,6,12.2668,15000,11.0363,13516
r_n170_p0.75_nA34_nB17_i3,heur_semigreedy2s_v2_a0.2,0,170,10775,34,17,FEASIBLE,11,13.5766,17000,0.0325594,32
r_n130_p0.25_nA26_nB26_i0,heur_semigreedy2s_v2_a0.2,0,130,2038,26,26,FEASIBLE,3,6.00599,13000,0.0143477,22
r_n130_p0.25_nA26_nB26_i3,heur_semigreedy2s_v2_a0.2,0,130,2070,26,26,FEASIBLE,3,6.53144,13000,0.0626827,116
r_n170_p0.75_nA34_nB17_i4,heur_semigreedy2s_v2_a0.2,0,170,10756,34,17,FEASIBLE,12,10.4618,17000,0.319213,507
r_n150_p0.5_nA15_nB15_i3,heur_semigreedy2s_v2_a0.2,0,150,5673,15,15,FEASIBLE,3,9.75069,15000,0.00300392,1
r_n150_p0.5_nA15_nB15_i1,heur_semigreedy2s_v2_a0.2,0,150,5542,15,15,FEASIBLE,3,9.5728,15000,0.00558251,4
r_n170_p0.75_nA17_nB17_i4,heur_semigreedy2s_v2_a0.2,0,170,10685,17,17,FEASIBLE,5,17.501,17000,0.019297,13
r_n170_p0.75_nA17_nB34_i3,heur_semigreedy2s_v2_a0.2,0,170,10775,17,34,FEASIBLE,5,24.2959,17000,0.102915,67
r_n150_p0.5_nA30_nB30_i4,heur_semigreedy2s_v2_a0.2,0,150,5637,30,30,FEASIBLE,6,16.9375,15000,0.0971224,82
r_n170_p0.75_nA34_nB17_i2,heur_semigreedy2s_v2_a0.2,0,170,10813,34,17,FEASIBLE,12,11.9108,17000,0.0229034,24
r_n130_p0.25_nA26_nB13_i3,heur_semigreedy2s_v2_a0.2,0,130,2074,26,13,FEASIBLE,3,5.18281,13000,0.0463066,104
r_n150_p0.5_nA30_nB15_i3,heur_semigreedy2s_v2_a0.2,0,150,5675,30,15,FEASIBLE,6,12.7804,15000,3.82038,4569
r_n150_p0.5_nA30_nB30_i3,heur_semigreedy2s_v2_a0.2,0,150,5675,30,30,FEASIBLE,6,16.0681,15000,0.0238794,14
r_n170_p0.75_nA17_nB34_i2,heur_semigreedy2s_v2_a0.2,0,170,10800,17,34,FEASIBLE,5,22.98,17000,0.00229308,0
r_n130_p0.25_nA26_nB26_i4,heur_semigreedy2s_v2_a0.2,0,130,2121,26,26,FEASIBLE,3,6.27541,13000,0.0475946,87
r_n150_p0.5_nA15_nB30_i3,heur_semigreedy2s_v2_a0.2,0,150,5618,15,30,FEASIBLE,3,12.843,15000,0.00176292,0
r_n130_p0.25_nA26_nB13_i0,heur_semigreedy2s_v2_a0.2,0,130,2038,26,13,FEASIBLE,3,5.164,13000,0.689717,1771
r_n150_p0.5_nA30_nB30_i1,heur_semigreedy2s_v2_a0.2,0,150,5562,30,30,FEASIBLE,6,16.9333,15000,0.024646,15
r_n130_p0.25_nA26_nB13_i4,heur_semigreedy2s_v2_a0.2,0,130,2115,26,13,FEASIBLE,4,5.32183,13000,0.00584607,9
r_n130_p0.25_nA26_nB26_i2,heur_semigreedy2s_v2_a0.2,0,130,2100,26,26,FEASIBLE,3,6.60983,13000,0.0378978,62
r_n170_p0.75_nA34_nB17_i1,heur_semigreedy2s_v2_a0.2,0,170,10786,34,17,FEASIBLE,12,10.8661,17000,1.70889,2661
r_n150_p0.5_nA30_nB30_i0,heur_semigreedy2s_v2_a0.2,0,150,5548,30,30,FEASIBLE,6,17.4691,15000,0.217414,183
r_n150_p0.5_nA30_nB15_i1,heur_semigreedy2s_v2_a0.2,0,150,5541,30,15,FEASIBLE,7,11.9725,15000,0.0958739,113
r_n130_p0.25_nA26_nB13_i1,heur_semigreedy2s_v2_a0.2,0,130,2181,26,13,FEASIBLE,3,5.21583,13000,0.0176518,32
r_n170_p0.75_nA17_nB34_i1,heur_semigreedy2s_v2_a0.1,0,170,10781,17,34,FEASIBLE,4,23.7328,17000,2.35541,1747
r_n170_p0.75_nA17_nB17_i1,heur_semigreedy2s_v2_a0.1,0,170,10787,17,17,FEASIBLE,5,17.7808,17000,0.266402,257
r_n130_p0.25_nA26_nB26_i1,heur_semigreedy2s_v2_a0.1,0,130,2071,26,26,FEASIBLE,3,5.98182,13000,0.000566377,0
r_n150_p0.5_nA15_nB30_i2,heur_semigreedy2s_v2_a0.1,0,150,5529,15,30,FEASIBLE,3,12.3459,15000,0.00614413,4
r_n150_p0.5_nA15_nB15_i4,heur_semigreedy2s_v2_a0.1,0,150,5682,15,15,FEASIBLE,3,10.0923,15000,0.0025585,1
r_n170_p0.75_nA17_nB17_i0,heur_semigreedy2s_v2_a0.1,0,170,10814,17,17,FEASIBLE,5,17.8512,17000,0.0471973,38
r_n170_p0.75_nA34_nB34_i2,heur_semigreedy2s_v2_a0.1,0,170,10798,34,34,FEASIBLE,10,30.3867,17000,0.0359726,15
r_n150_p0.5_nA30_nB15_i0,heur_semigreedy2s_v2_a0.1,0,150,5548,30,15,FEASIBLE,6,12.3007,15000,4.32317,5380
r_n170_p0.75_nA34_nB34_i3,heur_semigreedy2s_v2_a0.1,0,170,10760,34,34,FEASIBLE,9,31.9689,17000,27.7701,14779
r_n170_p0.75_nA17_nB17_i3,heur_semigreedy2s_v2_a0.1,0,170,10751,17,17,FEASIBLE,5,17.8905,17000,0.0388726,30
r_n130_p0.25_nA26_nB13_i2,heur_semigreedy2s_v2_a0.1,0,130,2097,26,13,FEASIBLE,3,5.14591,13000,1.09111,2810
r_n150_p0.5_nA15_nB15_i0,heur_semigreedy2s_v2_a0.1,0,150,5548,15,15,FEASIBLE,3,10.468,15000,0.0167777,16
r_n150_p0.5_nA15_nB30_i0,heur_semigreedy2s_v2_a0.1,0,150,5548,15,30,FEASIBLE,3,12.4897,15000,0.00168815,0
r_n150_p0.5_nA30_nB15_i4,heur_semigreedy2s_v2_a0.1,0,150,5636,30,15,FEASIBLE,6,12.0899,15000,3.479,4431
r_n170_p0.75_nA34_nB34_i4,heur_semigreedy2s_v2_a0.1,0,170,10757,34,34,FEASIBLE,9,33.0047,17000,0.0253552,9
r_n170_p0.75_nA34_nB17_i0,heur_semigreedy2s_v2_a0.1,0,170,10814,34,17,FEASIBLE,12,11.2517,17000,0.0516509,70
r_n150_p0.5_nA15_nB30_i4,heur_semigreedy2s_v2_a0.1,0,150,5679,15,30,FEASIBLE,3,12.6889,15000,0.0432896,45
r_n170_p0.75_nA17_nB34_i0,heur_semigreedy2s_v2_a0.1,0,170,10814,17,34,FEASIBLE,5,23.9738,17000,0.0797255,50
r_n170_p0.75_nA34_nB34_i1,heur_semigreedy2s_v2_a0.1,0,170,10786,34,34,FEASIBLE,9,31.5993,17000,2.82442,1535
r_n150_p0.5_nA15_nB15_i2,heur_semigreedy2s_v2_a0.1,0,150,5568,15,15,FEASIBLE,3,9.93423,15000,0.00629183,4
r_n170_p0.75_nA17_nB34_i4,heur_semigreedy2s_v2_a0.1,0,170,10756,17,34,FEASIBLE,5,23.1785,17000,0.0238501,11
r_n170_p0.75_nA34_nB34_i0,heur_semigreedy2s_v2_a0.1,0,170,10814,34,34,FEASIBLE,10,32.7018,17000,0.184067,95
r_n170_p0.75_nA17_nB17_i2,heur_semigreedy2s_v2_a0.1,0,170,10804,17,17,FEASIBLE,5,17.7179,17000,0.121888,114
r_n150_p0.5_nA15_nB30_i1,heur_semigreedy2s_v2_a0.1,0,150,5541,15,30,FEASIBLE,3,12.6796,15000,0.00719795,5
r_n150_p0.5_nA30_nB30_i2,heur_semigreedy2s_v2_a0.1,0,150,5522,30,30,FEASIBLE,5,17.2448,15000,8.0859,7049
r_n150_p0.5_nA30_nB15_i2,heur_semigreedy2s_v2_a0.1,0,150,5525,30,15,FEASIBLE,6,12.1452,15000,5.89846,7368
r_n170_p0.75_nA34_nB17_i3,heur_semigreedy2s_v2_a0.1,0,170,10775,34,17,FEASIBLE,11,13.5452,17000,0.0329344,32
r_n130_p0.25_nA26_nB26_i0,heur_semigreedy2s_v2_a0.1,0,130,2038,26,26,FEASIBLE,3,5.89969,13000,0.00823992,12
r_n130_p0.25_nA26_nB26_i3,heur_semigreedy2s_v2_a0.1,0,130,2070,26,26,FEASIBLE,3,6.50245,13000,0.00795595,11
r_n170_p0.75_nA34_nB17_i4,heur_semigreedy2s_v2_a0.1,0,170,10756,34,17,FEASIBLE,12,10.5028,17000,0.322984,507
r_n150_p0.5_nA15_nB15_i3,heur_semigreedy2s_v2_a0.1,0,150,5673,15,15,FEASIBLE,3,9.73803,15000,0.00238697,1
r_n150_p0.5_nA15_nB15_i1,heur_semigreedy2s_v2_a0.1,0,150,5542,15,15,FEASIBLE,3,9.51536,15000,0.0326743,40
r_n170_p0.75_nA17_nB17_i4,heur_semigreedy2s_v2_a0.1,0,170,10685,17,17,FEASIBLE,5,17.5932,17000,0.0232708,13
r_n170_p0.75_nA17_nB34_i3,heur_semigreedy2s_v2_a0.1,0,170,10775,17,34,FEASIBLE,5,24.1131,17000,0.0760408,46
r_n150_p0.5_nA30_nB30_i4,heur_semigreedy2s_v2_a0.1,0,150,5637,30,30,FEASIBLE,6,16.929,15000,0.117375,101
r_n170_p0.75_nA34_nB17_i2,heur_semigreedy2s_v2_a0.1,0,170,10813,34,17,FEASIBLE,12,11.8779,17000,0.0230259,24
r_n130_p0.25_nA26_nB13_i3,heur_semigreedy2s_v2_a0.1,0,130,2074,26,13,FEASIBLE,3,5.15765,13000,0.275646,696
r_n150_p0.5_nA30_nB15_i3,heur_semigreedy2s_v2_a0.1,0,150,5675,30,15,FEASIBLE,6,12.8406,15000,4.2994,5107
r_n150_p0.5_nA30_nB30_i3,heur_semigreedy2s_v2_a0.1,0,150,5675,30,30,FEASIBLE,6,15.9887,15000,0.00182353,0
r_n170_p0.75_nA17_nB34_i2,heur_semigreedy2s_v2_a0.1,0,170,10800,17,34,FEASIBLE,5,22.916,17000,0.0863244,57
r_n130_p0.25_nA26_nB26_i4,heur_semigreedy2s_v2_a0.1,0,130,2121,26,26,FEASIBLE,3,6.17173,13000,0.0650304,135
r_n150_p0.5_nA15_nB30_i3,heur_semigreedy2s_v2_a0.1,0,150,5618,15,30,FEASIBLE,3,12.7844,15000,0.00139714,0
r_n130_p0.25_nA26_nB13_i0,heur_semigreedy2s_v2_a0.1,0,130,2038,26,13,FEASIBLE,3,5.15114,13000,0.16327,369
r_n150_p0.5_nA30_nB30_i1,heur_semigreedy2s_v2_a0.1,0,150,5562,30,30,FEASIBLE,6,16.9271,15000,0.0438176,34
r_n130_p0.25_nA26_nB13_i4,heur_semigreedy2s_v2_a0.1,0,130,2115,26,13,FEASIBLE,4,5.29461,13000,0.00607325,9
r_n130_p0.25_nA26_nB26_i2,heur_semigreedy2s_v2_a0.1,0,130,2100,26,26,FEASIBLE,3,6.34461,13000,0.0348588,59
r_n170_p0.75_nA34_nB17_i1,heur_semigreedy2s_v2_a0.1,0,170,10786,34,17,FEASIBLE,12,10.8628,17000,1.7039,2661
r_n150_p0.5_nA30_nB30_i0,heur_semigreedy2s_v2_a0.1,0,150,5548,30,30,FEASIBLE,6,17.4912,15000,0.209018,183
r_n150_p0.5_nA30_nB15_i1,heur_semigreedy2s_v2_a0.1,0,150,5541,30,15,FEASIBLE,7,11.9861,15000,0.0934086,113
r_n130_p0.25_nA26_nB13_i1,heur_semigreedy2s_v2_a0.1,0,130,2181,26,13,FEASIBLE,3,5.22688,13000,0.169061,413
r_n170_p0.75_nA17_nB34_i1,heur_semigreedy2s_v2_a0.4,0,170,10781,17,34,FEASIBLE,4,24.2052,17000,18.58,13186
r_n170_p0.75_nA17_nB17_i1,heur_semigreedy2s_v2_a0.4,0,170,10787,17,17,FEASIBLE,5,17.791,17000,0.125543,117
r_n130_p0.25_nA26_nB26_i1,heur_semigreedy2s_v2_a0.4,0,130,2071,26,26,FEASIBLE,3,6.06038,13000,0.0571247,112
r_n150_p0.5_nA15_nB30_i2,heur_semigreedy2s_v2_a0.4,0,150,5529,15,30,FEASIBLE,3,12.4402,15000,0.0829598,90
r_n150_p0.5_nA15_nB15_i4,heur_semigreedy2s_v2_a0.4,0,150,5682,15,15,FEASIBLE,3,10.2226,15000,0.123507,172
r_n170_p0.75_nA17_nB17_i0,heur_semigreedy2s_v2_a0.4,0,170,10814,17,17,FEASIBLE,5,18.0125,17000,0.0728748,61
r_n170_p0.75_nA34_nB34_i2,heur_semigreedy2s_v2_a0.4,0,170,10798,34,34,FEASIBLE,10,30.4489,17000,0.148235,81
r_n150_p0.5_nA30_nB15_i0,heur_semigreedy2s_v2_a0.4,0,150,5548,30,15,FEASIBLE,6,12.3271,15000,5.20901,6442
r_n170_p0.75_nA34_nB34_i3,heur_semigreedy2s_v2_a0.4,0,170,10760,34,34,FEASIBLE,10,31.8792,17000,0.123636,64
r_n170_p0.75_nA17_nB17_i3,heur_semigreedy2s_v2_a0.4,0,170,10751,17,17,FEASIBLE,5,17.8954,17000,0.124768,114
r_n130_p0.25_nA26_nB13_i2,heur_semigreedy2s_v2_a0.4,0,130,2097,26,13,FEASIBLE,4,5.2001,13000,0.00241855,3
r_n150_p0.5_nA15_nB15_i0,heur_semigreedy2s_v2_a0.4,0,150,5548,15,15,FEASIBLE,3,10.6252,15000,0.0759822,97
r_n150_p0.5_nA15_nB30_i0,heur_semigreedy2s_v2_a0.4,0,150,5548,15,30,FEASIBLE,3,12.7904,15000,0.0879128,95
r_n150_p0.5_nA30_nB15_i4,heur_semigreedy2s_v2_a0.4,0,150,5636,30,15,FEASIBLE,7,12.0178,15000,0.0680553,76
r_n170_p0.75_nA34_nB34_i4,heur_semigreedy2s_v2_a0.4,0,170,10757,34,34,FEASIBLE,9,32.9757,17000,3.56343,1857
r_n170_p0.75_nA34_nB17_i0,heur_semigreedy2s_v2_a0.4,0,170,10814,34,17,FEASIBLE,11,11.2429,17000,8.95066,13532
r_n150_p0.5_nA15_nB30_i4,heur_semigreedy2s_v2_a0.4,0,150,5679,15,30,FEASIBLE,3,12.7032,15000,0.0141216,13
r_n170_p0.75_nA17_nB34_i0,heur_semigreedy2s_v2_a0.4,0,170,10814,17,34,FEASIBLE,5,24.2946,17000,0.0351561,18
r_n170_p0.75_nA34_nB34_i1,heur_semigreedy2s_v2_a0.4,0,170,10786,34,34,FEASIBLE,10,31.6897,17000,0.195932,105
r_n150_p0.5_nA15_nB15_i2,heur_semigreedy2s_v2_a0.4,0,150,5568,15,15,FEASIBLE,3,9.99343,15000,0.0378128,44
r_n170_p0.75_nA17_nB34_i4,heur_semigreedy2s_v2_a0.4,0,170,10756,17,34,FEASIBLE,5,23.3587,17000,0.010805,5
r_n170_p0.75_nA34_nB34_i0,heur_semigreedy2s_v2_a0.4,0,170,10814,34,34,FEASIBLE,9,34.9417,17000,24.2638,12150
r_n170_p0.75_nA17_nB17_i2,heur_semigreedy2s_v2_a0.4,0,170,10804,17,17,FEASIBLE,5,17.841,17000,0.210289,199
r_n150_p0.5_nA15_nB30_i1,heur_semigreedy2s_v2_a0.4,0,150,5541,15,30,FEASIBLE,3,12.768,15000,0.0219795,18
r_n150_p0.5_nA30_nB30_i2,heur_semigreedy2s_v2_a0.4,0,150,5522,30,30,FEASIBLE,5,17.1223,15000,2.07986,1872
r_n150_p0.5_nA30_nB15_i2,heur_semigreedy2s_v2_a0.4,0,150,5525,30,15,FEASIBLE,6,12.2676,15000,0.260162,323
r_n170_p0.75_nA34_nB17_i3,heur_semigreedy2s_v2_a0.4,0,170,10775,34,17,FEASIBLE,11,13.6165,17000,0.0298047,32
r_n130_p0.25_nA26_nB26_i0,heur_semigreedy2s_v2_a0.4,0,130,2038,26,26,FEASIBLE,3,6.01609,13000,0.00271994,3
r_n130_p0.25_nA26_nB26_i3,heur_semigreedy2s_v2_a0.4,0,130,2070,26,26,FEASIBLE,3,6.62253,13000,0.0373016,62
r_n170_p0.75_nA34_nB17_i4,heur_semigreedy2s_v2_a0.4,0,170,10756,34,17,FEASIBLE,12,10.5073,17000,0.317464,507
r_n150_p0.5_nA15_nB15_i3,heur_semigreedy2s_v2_a0.4,0,150,5673,15,15,FEASIBLE,3,9.75779,15000,0.00428851,4
r_n150_p0.5_nA15_nB15_i1,heur_semigreedy2s_v2_a0.4,0,150,5542,15,15,FEASIBLE,3,9.62187,15000,0.0133837,13
r_n170_p0.75_nA17_nB17_i4,heur_semigreedy2s_v2_a0.4,0,170,10685,17,17,FEASIBLE,5,17.539,17000,0.0119001,5
r_n170_p0.75_nA17_nB34_i3,heur_semigreedy2s_v2_a0.4,0,170,10775,17,34,FEASIBLE,5,24.0756,17000,0.0435105,23
r_n150_p0.5_nA30_nB30_i4,heur_semigreedy2s_v2_a0.4,0,150,5637,30,30,FEASIBLE,6,16.6572,15000,0.0311856,23
r_n170_p0.75_nA34_nB17_i2,heur_semigreedy2s_v2_a0.4,0,170,10813,34,17,FEASIBLE,12,11.9262,17000,0.0234371,24
r_n130_p0.25_nA26_nB13_i3,heur_semigreedy2s_v2_a0.4,0,130,2074,26,13,FEASIBLE,3,5.23699,13000,0.0391339,79
r_n150_p0.5_nA30_nB15_i3,heur_semigreedy2s_v2_a0.4,0,150,5675,30,15,FEASIBLE,6,12.7871,15000,4.99667,5951
r_n150_p0.5_nA30_nB30_i3,heur_semigreedy2s_v2_a0.4,0,150,5675,30,30,FEASIBLE,5,16.1579,15000,13.564,12582
r_n170_p0.75_nA17_nB34_i2,heur_semigreedy2s_v2_a0.4,0,170,10800,17,34,FEASIBLE,5,22.7966,17000,0.118084,84
r_n130_p0.25_nA26_nB26_i4,heur_semigreedy2s_v2_a0.4,0,130,2121,26,26,FEASIBLE,3,6.27002,13000,0.00507008,9
r_n150_p0.5_nA15_nB30_i3,heur_semigreedy2s_v2_a0.4,0,150,5618,15,30,FEASIBLE,3,12.9723,15000,0.00772405,5
r_n130_p0.25_nA26_nB13_i0,heur_semigreedy2s_v2_a0.4,0,130,2038,26,13,FEASIBLE,3,5.14745,13000,0.449238,1148
r_n150_p0.5_nA30_nB30_i1,heur_semigreedy2s_v2_a0.4,0,150,5562,30,30,FEASIBLE,6,16.7893,15000,0.0259545,16
r_n130_p0.25_nA26_nB13_i4,heur_semigreedy2s_v2_a0.4,0,130,2115,26,13,FEASIBLE,3,5.30671,13000,4.77973,11726
r_n130_p0.25_nA26_nB26_i2,heur_semigreedy2s_v2_a0.4,0,130,2100,26,26,FEASIBLE,3,6.4686,13000,0.010025,17
r_n170_p0.75_nA34_nB17_i1,heur_semigreedy2s_v2_a0.4,0,170,10786,34,17,FEASIBLE,12,10.9344,17000,1.72456,2661
r_n150_p0.5_nA30_nB30_i0,heur_semigreedy2s_v2_a0.4,0,150,5548,30,30,FEASIBLE,5,17.2528,15000,11.3939,9912
r_n150_p0.5_nA30_nB15_i1,heur_semigreedy2s_v2_a0.4,0,150,5541,30,15,FEASIBLE,7,11.9815,15000,0.249753,314
r_n130_p0.25_nA26_nB13_i1,heur_semigreedy2s_v2_a0.4,0,130,2181,26,13,FEASIBLE,3,5.2452,13000,1.59034,4010
r_n170_p0.75_nA17_nB34_i1,heur_semigreedy2s_v3_a0.35,0,170,10781,17,34,FEASIBLE,5,15.3686,17000,0.0303759,24
r_n170_p0.75_nA17_nB17_i1,heur_semigreedy2s_v3_a0.35,0,170,10787,17,17,FEASIBLE,5,13.1486,17000,0.157019,200
r_n130_p0.25_nA26_nB26_i1,heur_semigreedy2s_v3_a0.35,0,130,2071,26,26,FEASIBLE,3,4.54104,13000,0.0365465,90
r_n150_p0.5_nA15_nB30_i2,heur_semigreedy2s_v3_a0.35,0,150,5529,15,30,FEASIBLE,3,6.75551,15000,0.00209146,1
r_n150_p0.5_nA15_nB15_i4,heur_semigreedy2s_v3_a0.35,0,150,5682,15,15,FEASIBLE,3,6.25979,15000,0.00541324,10
r_n170_p0.75_nA17_nB17_i0,heur_semigreedy2s_v3_a0.35,0,170,10814,17,17,FEASIBLE,5,12.5504,17000,0.177975,235
r_n170_p0.75_nA34_nB34_i2,heur_semigreedy2s_v3_a0.35,0,170,10798,34,34,FEASIBLE,9,30.7098,17000,19.4784,10775
r_n150_p0.5_nA30_nB15_i0,heur_semigreedy2s_v3_a0.35,0,150,5548,30,15,FEASIBLE,6,11.6948,15000,0.644769,842
r_n170_p0.75_nA34_nB34_i3,heur_semigreedy2s_v3_a0.35,0,170,10760,34,34,FEASIBLE,11,31.7382,17000,0.0266349,9
r_n170_p0.75_nA17_nB17_i3,heur_semigreedy2s_v3_a0.35,0,170,10751,17,17,FEASIBLE,5,12.5485,17000,0.0648249,76
r_n130_p0.25_nA26_nB13_i2,heur_semigreedy2s_v3_a0.35,0,130,2097,26,13,FEASIBLE,3,4.05896,13000,0.175708,558
r_n150_p0.5_nA15_nB15_i0,heur_semigreedy2s_v3_a0.35,0,150,5548,15,15,FEASIBLE,3,5.99087,15000,0.00107613,0
